id_text	designation	provenience	museum_no	excavation_no	accession_no	primary_publication	publication_history	genre	subgenre	period
P004786	BagM 22, 092, W 24008,22	Uruk (mod. Warka)	IM 135553	W 24008,22		BagM 22, 092, W 24008,22		Administrative		Uruk III
P004787	BagM 22, 092, W 24008,24	Uruk (mod. Warka)	IM 135555	W 24008,24		BagM 22, 092, W 24008,24		Administrative		Uruk III
P004788	BagM 22, 092, W 24008,25	Uruk (mod. Warka)	IM 135556	W 24008,25		BagM 22, 092, W 24008,25		Administrative		Uruk III
P004789	BagM 22, 092, W 24008,26	Uruk (mod. Warka)	IM 135557	W 24008,26		BagM 22, 092, W 24008,26		Administrative		Uruk III
P004790	BagM 22, 093, W 24008,27a	Uruk (mod. Warka)	IM 135558	W 24008,27a		BagM 22, 093, W 24008,27a		Administrative		Uruk III
P004791	IM 135559	Uruk (mod. Warka)	IM 135559	W 24008,27b		unpublished unassigned ?		Administrative		Uruk III
P004792	IM 135560	Uruk (mod. Warka)	IM 135560	W 24008,27c		unpublished unassigned ?		Administrative		Uruk III
P004793	IM 135561	Uruk (mod. Warka)	IM 135561	W 24008,27d		unpublished unassigned ?	UVB33-34	Administrative		Uruk III
P004794	IM 135562	Uruk (mod. Warka)	IM 135562	W 24008,27e		unpublished unassigned ?		Administrative		Uruk III
P004795	IM 135563	Uruk (mod. Warka)	IM 135563	W 24008,27f		unpublished unassigned ?		Administrative		Uruk III
P004796	BagM 22, 093, W 24010,5	Uruk (mod. Warka)	IM 135564	W 24010,5		BagM 22, 093, W 24010,5		Administrative		Uruk III
P004797	BagM 22, 093, W 24010,6	Uruk (mod. Warka)	IM 135565	W 24010,6		BagM 22, 093, W 24010,6		Administrative		Uruk III
P004798	BagM 22, 093, W 24011,1	Uruk (mod. Warka)	IM 081241	W 24011,1		BagM 22, 093, W 24011,1		Administrative		Uruk III
P004799	BagM 22, 094, W 24011,2	Uruk (mod. Warka)	IM 081242	W 24011,2		BagM 22, 094, W 24011,2		Administrative		Uruk III
P004800	BagM 22, 094, W 24011,3	Uruk (mod. Warka)	IM 135566	W 24011,3		BagM 22, 094, W 24011,3		Administrative		Uruk III
P004801	BagM 22, 094, W 24011,4	Uruk (mod. Warka)	IM 135567	W 24011,4		BagM 22, 094, W 24011,4		Administrative		Uruk III
P004802	BagM 22, 095, W 24011,6	Uruk (mod. Warka)	IM 081244	W 24011,6		BagM 22, 095, W 24011,6		Administrative		Uruk III
P004803	BagM 22, 095, W 24011,7	Uruk (mod. Warka)	IM 135569	W 24011,7		BagM 22, 095, W 24011,7		Administrative		Uruk III
P004804	BagM 22, 095, W 24011,8	Uruk (mod. Warka)	IM 135570	W 24011,8		BagM 22, 095, W 24011,8		Administrative		Uruk III
P004805	BagM 22, 096, W 24011,9	Uruk (mod. Warka)	IM 081246	W 24011,9		BagM 22, 096, W 24011,9		Administrative		Uruk III
P004806	BagM 22, 096, W 24012,1	Uruk (mod. Warka)	IM 135571	W 24012,01		BagM 22, 096, W 24012,1	Sumer 33 (1977) 115, fig. 12e, obv.	Administrative		Uruk III
P004807	BagM 22, 097, W 24012,4	Uruk (mod. Warka)	IM 081247	W 24012,04		BagM 22, 097, W 24012,4	Sumer 33 (1977) 115, fig. 12b, obv.	Administrative		Uruk III
P004808	BagM 22, 097, W 24012,5	Uruk (mod. Warka)	IM 135573	W 24012,05		BagM 22, 097, W 24012,5		Administrative		Uruk III
P004809	BagM 22, 097, W 24012,6	Uruk (mod. Warka)	IM 135574	W 24012,06		BagM 22, 097, W 24012,6		Administrative		Uruk III
P004811	BagM 22, 097, W 24012,9	Uruk (mod. Warka)	IM 135577	W 24012,09		BagM 22, 097, W 24012,9		Administrative		Uruk III
P004812	BagM 22, 098, W 24012,10	Uruk (mod. Warka)	IM 135578	W 24012,10		BagM 22, 098, W 24012,10		Administrative		Uruk III
P004814	BagM 22, 098, W 24013,1	Uruk (mod. Warka)	IM 135582	W 24013,01		BagM 22, 098, W 24013,1		Administrative		Uruk III
P004815	BagM 22, 098, W 24013,2	Uruk (mod. Warka)	IM 135583	W 24013,02		BagM 22, 098, W 24013,2		Administrative		Uruk III
P004816	BagM 22, 098, W 24013,3	Uruk (mod. Warka)	IM 135584	W 24013,03		BagM 22, 098, W 24013,3		Administrative		Uruk III
P004817	BagM 22, 099, W 24013,4	Uruk (mod. Warka)	IM 135585	W 24013,04		BagM 22, 099, W 24013,4		Administrative		Uruk III
P004818	BagM 22, 099, W 24013,6	Uruk (mod. Warka)	IM 135587	W 24013,06		BagM 22, 099, W 24013,6		Administrative		Uruk III
P004819	BagM 22, 100, W 24013,8	Uruk (mod. Warka)	IM 135589	W 24013,08		BagM 22, 100, W 24013,8		Administrative		Uruk III
P004820	BagM 22, 100, W 24013,9	Uruk (mod. Warka)	IM 135590	W 24013,09		BagM 22, 100, W 24013,9		Administrative		Uruk III
P004821	BagM 22, 100, W 24013,10	Uruk (mod. Warka)	IM 135591	W 24013,10		BagM 22, 100, W 24013,10		Administrative		Uruk III
P004822	BagM 22, 100, W 24013,11b	Uruk (mod. Warka)	IM 135593	W 24013,11b		BagM 22, 100, W 24013,11b		Administrative		Uruk III
P004823	BagM 22, 100, W 24013,11c	Uruk (mod. Warka)	IM 135594	W 24013,11c		BagM 22, 100, W 24013,11c		Administrative		Uruk III
P004824	IM 135595	Uruk (mod. Warka)	IM 135595	W 24013,11d		unpublished unassigned ?		Administrative		Uruk III
P004825	IM 135596	Uruk (mod. Warka)	IM 135596	W 24013,11e		unpublished unassigned ?		Administrative		Uruk III
P004826	IM 135597	Uruk (mod. Warka)	IM 135597	W 24013,11f		unpublished unassigned ?		Administrative		Uruk III
P004827	IM 135598	Uruk (mod. Warka)	IM 135598	W 24013,12		unpublished unassigned ?		Administrative		Uruk III
P004828	BagM 22, 101, W 24013,13	Uruk (mod. Warka)	IM 081332	W 24013,13		BagM 22, 101, W 24013,13		Administrative		Uruk III
P004829	IM 135599	Uruk (mod. Warka)	IM 135599	W 24013,15		unpublished unassigned ?		Administrative		Uruk III
P004830	BagM 22, 102, W 24013,16	Uruk (mod. Warka)	IM 135600	W 24013,16		BagM 22, 102, W 24013,16		Administrative		Uruk III
P004831	BagM 22, 102, W 24013,19	Uruk (mod. Warka)	IM 135603	W 24013,19		BagM 22, 102, W 24013,19		Administrative		Uruk III
P004832	BagM 22, 102, W 24013,20	Uruk (mod. Warka)	IM 135604	W 24013,20		BagM 22, 102, W 24013,20		Administrative		Uruk III
P004833	BagM 22, 103, W 24013,21	Uruk (mod. Warka)	IM 135605	W 24013,21		BagM 22, 103, W 24013,21		Administrative		Uruk III
P004834	BagM 22, 103, W 24013,22	Uruk (mod. Warka)	IM 135606	W 24013,22		BagM 22, 103, W 24013,22		Administrative		Uruk III
P004835	IM 135607	Uruk (mod. Warka)	IM 135607	W 24013,23		unpublished unassigned ?		Administrative		Uruk III
P004836	BagM 22, 103, W 24013,24	Uruk (mod. Warka)	IM 135608	W 24013,24		BagM 22, 103, W 24013,24		Administrative		Uruk III
P004837	IM 135609	Uruk (mod. Warka)	IM 135609	W 24013,25		unpublished unassigned ?		Administrative		Uruk III
P004838	BagM 22, 103, W 24014	Uruk (mod. Warka)	IM 135610	W 24014		BagM 22, 103, W 24014		Administrative		Uruk III
P004839	BagM 22, 104, W 24015,3	Uruk (mod. Warka)	IM 135613	W 24015,3		BagM 22, 104, W 24015,3		Administrative		Uruk III
P004840	BagM 22, 104, W 24015,4	Uruk (mod. Warka)	IM 081334	W 24015,4		BagM 22, 104, W 24015,4		Administrative		Uruk III
P004841	BagM 22, 104, W 24015,5	Uruk (mod. Warka)	IM 135614	W 24015,5		BagM 22, 104, W 24015,5		Administrative		Uruk III
P004842	BagM 22, 106, W 24017	Uruk (mod. Warka)	IM 135620	W 24017		BagM 22, 106, W 24017		Administrative		Uruk III
P004843	BagM 22, 107, W 24018,1	Uruk (mod. Warka)	IM 081336	W 24018,1		BagM 22, 107, W 24018,1		Administrative		Uruk III
P004844	BagM 22, 107, W 24018,2	Uruk (mod. Warka)	IM 081337	W 24018,2		BagM 22, 107, W 24018,2		Administrative		Uruk III
P004845	IM 135621	Uruk (mod. Warka)	IM 135621	W 24018,3		unpublished unassigned ?		Administrative		Uruk III
P004846	BagM 22, 107, W 24018,4	Uruk (mod. Warka)	IM 081338	W 24018,4		BagM 22, 107, W 24018,4		Administrative		Uruk III
P004847	BagM 22, 108, W 24018,7	Uruk (mod. Warka)	IM 081340	W 24018,7		BagM 22, 108, W 24018,7		Administrative		Uruk III
P004848	BagM 22, 108, W 24018,8	Uruk (mod. Warka)	IM 081341	W 24018,8		BagM 22, 108, W 24018,8		Administrative		Uruk III
P004849	BagM 22, 109, W 24021,1	Uruk (mod. Warka)	IM 081342	W 24021,01		BagM 22, 109, W 24021,1		Administrative		Uruk III
P004850	BagM 22, 109, W 24021,2	Uruk (mod. Warka)	IM 135623	W 24021,02		BagM 22, 109, W 24021,2		Administrative		Uruk III
P004851	BagM 22, 109, W 24021,3	Uruk (mod. Warka)	IM 081344	W 24021,03		BagM 22, 109, W 24021,3		Administrative		Uruk III
P004852	IM 135624	Uruk (mod. Warka)	IM 135624	W 24021,04		unpublished unassigned ?		Administrative		Uruk III
P004853	BagM 22, 109, W 24021,5	Uruk (mod. Warka)	IM 081345	W 24021,05		BagM 22, 109, W 24021,5		Administrative		Uruk III
P004854	BagM 22, 110, W 24021,6	Uruk (mod. Warka)	IM 135625	W 24021,06		BagM 22, 110, W 24021,6		Administrative		Uruk III
P004855	BagM 22, 110, W 24021,7	Uruk (mod. Warka)	IM 135626	W 24021,07		BagM 22, 110, W 24021,7		Administrative		Uruk III
P004856	BagM 22, 110, W 24021,8	Uruk (mod. Warka)	IM 081347	W 24021,08		BagM 22, 110, W 24021,8		Administrative		Uruk III
P004857	BagM 22, 110, W 24021,9	Uruk (mod. Warka)	IM 135627	W 24021,09		BagM 22, 110, W 24021,9		Administrative		Uruk III
P004858	BagM 22, 111, W 24021,10	Uruk (mod. Warka)	IM 081346	W 24021,10		BagM 22, 111, W 24021,10		Administrative		Uruk III
P004859	BagM 22, 111, W 24021,11	Uruk (mod. Warka)	IM 135628	W 24021,11		BagM 22, 111, W 24021,11		Administrative		Uruk III
P004860	BagM 22, 112, W 24021,13	Uruk (mod. Warka)	IM 135629	W 24021,13		BagM 22, 112, W 24021,13		Administrative		Uruk III
P004861	BagM 22, 112, W 24021,14	Uruk (mod. Warka)	IM 135630	W 24021,14		BagM 22, 112, W 24021,14		Administrative		Uruk III
P004862	BagM 22, 112, W 24021,15	Uruk (mod. Warka)	IM 135631	W 24021,15		BagM 22, 112, W 24021,15		Administrative		Uruk III
P004863	BagM 22, 113, W 24021,16	Uruk (mod. Warka)	IM 135632	W 24021,16		BagM 22, 113, W 24021,16		Administrative		Uruk III
P004864	BagM 22, 114, W 24021,18a	Uruk (mod. Warka)	IM 135634	W 24021,18a		BagM 22, 114, W 24021,18a		Administrative		Uruk III
P004865	BagM 22, 114, W 24021,18b	Uruk (mod. Warka)	IM 135635	W 24021,18b		BagM 22, 114, W 24021,18b		Administrative		Uruk III
P004866	BagM 22, 114, W 24021,18c	Uruk (mod. Warka)	IM 135636	W 24021,18c		BagM 22, 114, W 24021,18c		Administrative		Uruk III
P004867	BagM 22, 114, W 24021,18d	Uruk (mod. Warka)	IM 135637	W 24021,18d		BagM 22, 114, W 24021,18d		Administrative		Uruk III
P004868	BagM 22, 114, W 24021,18e	Uruk (mod. Warka)	IM 135638	W 24021,18e		BagM 22, 114, W 24021,18e		Administrative		Uruk III
P004869	BagM 22, 114, W 24021,18f	Uruk (mod. Warka)	IM 135639	W 24021,18f		BagM 22, 114, W 24021,18f		Administrative		Uruk III
P004870	BagM 22, 114, W 24022	Uruk (mod. Warka)	IM 135491	W 24022		BagM 22, 114, W 24022		Administrative		Uruk III
P004871	BagM 22, 115, W 24024,1	Uruk (mod. Warka)	IM 081249	W 24024,1		BagM 22, 115, W 24024,1		Administrative		Uruk III
P004872	BagM 22, 115, W 24024,2	Uruk (mod. Warka)	IM 135640	W 24024,2		BagM 22, 115, W 24024,2		Administrative		Uruk III
P004873	BagM 22, 115, W 24025	Uruk (mod. Warka)	IM 135641	W 24025		BagM 22, 115, W 24025		Administrative		Uruk III
P004874	BagM 22, 116, W 24026	Uruk (mod. Warka)	IM 081351	W 24026		BagM 22, 116, W 24026		Administrative		Uruk III
P004875	BagM 22, 116, W 24027	Uruk (mod. Warka)	IM 135642	W 24027		BagM 22, 116, W 24027		Administrative		Uruk III
P004876	BagM 22, 116, W 24028,1	Uruk (mod. Warka)	IM 135643	W 24028,1		BagM 22, 116, W 24028,1		Administrative		Uruk III
P004877	IM 135645	Uruk (mod. Warka)	IM 135645	W 24029,1		unpublished unassigned ?		Administrative		Uruk III
P004878	BagM 22, 116, W 24030	Uruk (mod. Warka)	IM 135646	W 24030		BagM 22, 116, W 24030		Administrative		Uruk III
P004879	BagM 22, 116, W 24031	Uruk (mod. Warka)	IM 135647	W 24031		BagM 22, 116, W 24031		Administrative		Uruk III
P004880	BagM 22, 117, W 24033,1	Uruk (mod. Warka)	IM 081352	W 24033,01		BagM 22, 117, W 24033,1		Administrative		Uruk III
P004881	BagM 22, 118, W 24033,2	Uruk (mod. Warka)	IM 081353	W 24033,02		BagM 22, 118, W 24033,2		Administrative		Uruk III
P004882	BagM 22, 118, W 24033,3	Uruk (mod. Warka)	IM 081354	W 24033,03		BagM 22, 118, W 24033,3		Administrative		Uruk III
P004883	BagM 22, 118, W 24033,4	Uruk (mod. Warka)	IM 135648	W 24033,04		BagM 22, 118, W 24033,4		Administrative		Uruk III
P004884	BagM 22, 119, W 24033,5	Uruk (mod. Warka)	IM 081355	W 24033,05		BagM 22, 119, W 24033,5		Administrative		Uruk III
P004885	BagM 22, 119, W 24033,6	Uruk (mod. Warka)	IM 135649	W 24033,06		BagM 22, 119, W 24033,6		Administrative		Uruk III
P004886	BagM 22, 119, W 24033,7	Uruk (mod. Warka)	IM 135650	W 24033,07		BagM 22, 119, W 24033,7		Administrative		Uruk III
P004887	BagM 22, 119, W 24033,9	Uruk (mod. Warka)	IM 081356	W 24033,09		BagM 22, 119, W 24033,9		Administrative		Uruk III
P004888	BagM 22, 120, W 24033,10	Uruk (mod. Warka)	IM 135652	W 24033,10		BagM 22, 120, W 24033,10		Administrative		Uruk III
P004889	IM 135653	Uruk (mod. Warka)	IM 135653	W 24034		unpublished unassigned ?		Administrative		Uruk IV
P004890	BagM 22, 120, W 24046,1	Uruk (mod. Warka)	IM 081358	W 24046,1		BagM 22, 120, W 24046,1		Administrative		Uruk III
P004891	BagM 22, 121, W 24046,2	Uruk (mod. Warka)	IM 081359	W 24046,2		BagM 22, 121, W 24046,2		Administrative		Uruk III
P004892	BagM 22, 121, W 24046,3	Uruk (mod. Warka)	IM 081360	W 24046,3		BagM 22, 121, W 24046,3		Administrative		Uruk III
P004893	BagM 22, 122, W 24046,4	Uruk (mod. Warka)	IM 081361	W 24046,4		BagM 22, 122, W 24046,4		Administrative		Uruk III
P004894	BagM 22, 122, W 24046,5	Uruk (mod. Warka)	IM 081362	W 24046,5		BagM 22, 122, W 24046,5		Administrative		Uruk III
P004895	BagM 22, 122, W 24046,6	Uruk (mod. Warka)	IM 081363	W 24046,6		BagM 22, 122, W 24046,6		Administrative		Uruk III
P004896	BagM 22, 123, W 24046,7	Uruk (mod. Warka)	IM 135654	W 24046,7		BagM 22, 123, W 24046,7		Administrative		Uruk III
P004897	BagM 22, 123, W 24046,8	Uruk (mod. Warka)	IM 135655	W 24046,8		BagM 22, 123, W 24046,8		Administrative		Uruk III
P004898	BagM 22, 123, W 24047	Uruk (mod. Warka)	IM 135656	W 24047		BagM 22, 123, W 24047		Administrative		Uruk III
P004899	BagM 22, 123, W 24049	Uruk (mod. Warka)	IM 135657	W 24049		BagM 22, 123, W 24049		Administrative		Uruk III
P004900	BagM 22, 123, W 24050	Uruk (mod. Warka)	IM 135658	W 24050		BagM 22, 123, W 24050		Administrative		Uruk III
P004901	BagM 22, 123, W 24051	Uruk (mod. Warka)	IM 135659	W 24051		BagM 22, 123, W 24051		Administrative		Uruk III
P004902	BagM 22, 136, W 24060	Uruk (mod. Warka)	IM 135663	W 24060		BagM 22, 136, W 24060		Administrative		Uruk III
P004903	BagM 22, 136, W 24061	Uruk (mod. Warka)	IM 081451	W 24061		BagM 22, 136, W 24061		Administrative		Uruk III
P004904	BagM 22, 136, W 24062	Uruk (mod. Warka)	IM 135664	W 24062		BagM 22, 136, W 24062		Administrative		Uruk III
P004905	BagM 22, 137, W 24153	Uruk (mod. Warka)	IM 081452	W 24153		BagM 22, 137, W 24153		Administrative		Uruk III
P004906	BagM 22, 137, W 24156	Uruk (mod. Warka)	IM 135668	W 24156		BagM 22, 137, W 24156		Administrative		Uruk III
P004907	BagM 22, 138, W 24159	Uruk (mod. Warka)	IM 081455	W 24159		BagM 22, 138, W 24159		Administrative		Uruk III
P004908	BagM 22, 139, W 24160	Uruk (mod. Warka)	IM 081456	W 24160		BagM 22, 139, W 24160		Administrative		Uruk III
P004909	BagM 22, 139, W 24162	Uruk (mod. Warka)	IM 081457	W 24162		BagM 22, 139, W 24162		Administrative		Uruk III
P004910	BagM 22, 140, W 24181,a	Uruk (mod. Warka)	IM 135671	W 24181,a		BagM 22, 140, W 24181,a		Administrative		Uruk III
P004911	BagM 22, 140, W 24181,b	Uruk (mod. Warka)	IM 135672	W 24181,b		BagM 22, 140, W 24181,b		Administrative		Uruk III
P004912	BagM 22, 141, W 24181,c	Uruk (mod. Warka)	IM 135673	W 24181,c		BagM 22, 141, W 24181,c		Administrative		Uruk III
P004913	BagM 22, 141, W 24181,d	Uruk (mod. Warka)	IM 135674	W 24181,d		BagM 22, 141, W 24181,d		Administrative		Uruk III
P004914	BagM 22, 141, W 24181,e	Uruk (mod. Warka)	IM 135675	W 24181,e		BagM 22, 141, W 24181,e		Administrative		Uruk III
P004915	BagM 22, 141, W 24181,f	Uruk (mod. Warka)	IM 135676	W 24181,f		BagM 22, 141, W 24181,f		Administrative		Uruk III
P004916	BagM 22, 141, W 24182	Uruk (mod. Warka)	IM 135677	W 24182		BagM 22, 141, W 24182		Administrative		Uruk III
P004917	BagM 22, 142, W 24183	Uruk (mod. Warka)	IM 135678	W 24183		BagM 22, 142, W 24183		Administrative		Uruk III
P004918	BagM 22, 142, W 24184	Uruk (mod. Warka)	IM 135679	W 24184		BagM 22, 142, W 24184		Administrative		Uruk III
P004919	BagM 22, 142, W 24185	Uruk (mod. Warka)	IM 135680	W 24185		BagM 22, 142, W 24185		Administrative		Uruk III
P004920	BagM 22, 142, W 24186	Uruk (mod. Warka)	IM 135681	W 24186		BagM 22, 142, W 24186		Administrative		Uruk III
P004921	BagM 22, 143, W 24187	Uruk (mod. Warka)	IM 135682	W 24187		BagM 22, 143, W 24187		Administrative		Uruk III
P004922	BagM 22, 143, W 24188	Uruk (mod. Warka)	IM 081460	W 24188		BagM 22, 143, W 24188		Administrative		Uruk III
P004923	BagM 22, 143, W 24189	Uruk (mod. Warka)	IM 135683	W 24189		BagM 22, 143, W 24189		Administrative		Uruk III
P004924	BagM 22, 143, W 24190	Uruk (mod. Warka)	IM 135684	W 24190		BagM 22, 143, W 24190		Administrative		Uruk III
P004925	BagM 22, 144, W 24191	Uruk (mod. Warka)	IM 135685	W 24191		BagM 22, 144, W 24191		Administrative		Uruk III
P004926	BagM 22, 144, W 24192,a	Uruk (mod. Warka)	IM 135686	W 24192,a		BagM 22, 144, W 24192,a		Administrative		Uruk III
P004927	BagM 22, 144, W 24192,b	Uruk (mod. Warka)	IM 135687	W 24192,b		BagM 22, 144, W 24192,b		Administrative		Uruk III
P004928	BagM 22, 144, W 24193,a	Uruk (mod. Warka)	IM 135688	W 24193,a		BagM 22, 144, W 24193,a		Administrative		Uruk III
P004929	BagM 22, 145, W 24193,b	Uruk (mod. Warka)	IM 135689	W 24193,b		BagM 22, 145, W 24193,b		Administrative		Uruk III
P004930	BagM 22, 145, W 24193,c	Uruk (mod. Warka)	IM 135690	W 24193,c		BagM 22, 145, W 24193,c		Administrative		Uruk III
P004931	BagM 22, 145, W 24195	Uruk (mod. Warka)	IM 081461	W 24195		BagM 22, 145, W 24195		Administrative		Uruk III
P004932	BagM 22, 146, W 24196	Uruk (mod. Warka)	IM 135692	W 24196		BagM 22, 146, W 24196		Administrative		Uruk III
P004933	BagM 22, 146, W 24198	Uruk (mod. Warka)	IM 135693	W 24198		BagM 22, 146, W 24198		Administrative		Uruk III
P004934	BagM 22, 147, W 24199	Uruk (mod. Warka)	IM 135694	W 24199		BagM 22, 147, W 24199		Administrative		Uruk III
P004935	BagM 22, 147, W 24200	Uruk (mod. Warka)	IM 135695	W 24200		BagM 22, 147, W 24200		Administrative		Uruk III
P004936	BagM 22, 147, W 24200,a	Uruk (mod. Warka)	IM —	W 24200,a		BagM 22, 147, W 24200,a		Administrative		Uruk III
P004937	BagM 22, 147, W 24201,a	Uruk (mod. Warka)	IM 135696	W 24201,a		BagM 22, 147, W 24201,a		Administrative		Uruk III
P004938	BagM 22, 148, W 24202	Uruk (mod. Warka)	IM 135698	W 24202		BagM 22, 148, W 24202		Administrative		Uruk III
P004939	BagM 22, 148, W 24203,b	Uruk (mod. Warka)	IM 135699	W 24203,b		BagM 22, 148, W 24203,b		Administrative		Uruk III
P004940	IM 135700	Uruk (mod. Warka)	IM 135700	W 24203,c		unpublished unassigned ?		Administrative		Uruk III
P004941	IM 135701	Uruk (mod. Warka)	IM 135701	W 24203,d		unpublished unassigned ?		Administrative		Uruk III
P004942	BagM 22, 149, W 24204,1	Uruk (mod. Warka)	IM 135702	W 24204,1		BagM 22, 149, W 24204,1		Administrative		Uruk III
P004943	BagM 22, 149, W 24204,2	Uruk (mod. Warka)	IM 135703	W 24204,2		BagM 22, 149, W 24204,2		Administrative		Uruk III
P004944	BagM 22, 149, W 24207	Uruk (mod. Warka)	IM 135706	W 24207		BagM 22, 149, W 24207		Administrative		Uruk III
P004945	BagM 22, 150, W 24208	Uruk (mod. Warka)	IM 135707	W 24208		BagM 22, 150, W 24208		Administrative		Uruk III
P004946	IM 135709	Uruk (mod. Warka)	IM 135709	W 24210		unpublished unassigned ?		Administrative		Uruk III
P004947	BagM 22, 150, W 24211	Uruk (mod. Warka)	IM 135710	W 24211		BagM 22, 150, W 24211		Administrative		Uruk III
P004948	BagM 22, 150, W 24212,1	Uruk (mod. Warka)	IM —	W 24212,1		BagM 22, 150, W 24212,1		Administrative		Uruk III
P004949	BagM 22, 151, W 24212,2	Uruk (mod. Warka)	IM 135711	W 24212,2		BagM 22, 151, W 24212,2		Administrative		Uruk III
P004950	BagM 22, 151, W 24212,4	Uruk (mod. Warka)	IM 135712	W 24212,4		BagM 22, 151, W 24212,4		Administrative		Uruk III
P004951	BagM 22, 151, W 24212,5	Uruk (mod. Warka)	IM 135713	W 24212,5		BagM 22, 151, W 24212,5		Administrative		Uruk III
P004952	BagM 22, 151, W 24212,6	Uruk (mod. Warka)	IM 135714	W 24212,6		BagM 22, 151, W 24212,6		Administrative		Uruk III
P004953	BagM 22, 151, W 24212,7	Uruk (mod. Warka)	IM 135715	W 24212,7		BagM 22, 151, W 24212,7		Administrative		Uruk III
P004954	BagM 22, 152, W 24212,8	Uruk (mod. Warka)	IM 135716	W 24212,8		BagM 22, 152, W 24212,8		Administrative		Uruk III
P004955	BagM 22, 152, W 24213	Uruk (mod. Warka)	IM 135717	W 24213		BagM 22, 152, W 24213		Administrative		Uruk III
P004956	BagM 22, 152, W 24214,1	Uruk (mod. Warka)	IM 135718	W 24214,1		BagM 22, 152, W 24214,1		Administrative		Uruk III
P004957	BagM 22, 153, W 24214,3	Uruk (mod. Warka)	IM 135720	W 24214,3		BagM 22, 153, W 24214,3		Administrative		Uruk III
P004958	BagM 22, 153, W 24215	Uruk (mod. Warka)	IM 135721	W 24215		BagM 22, 153, W 24215		Administrative		Uruk III
P004959	BagM 22, 154, W 24216	Uruk (mod. Warka)	IM 135722	W 24216		BagM 22, 154, W 24216		Administrative		Uruk III
P004960	BagM 22, 154, W 24217,a	Uruk (mod. Warka)	IM 135723	W 24217,a		BagM 22, 154, W 24217,a		Administrative		Uruk III
P004961	BagM 22, 154, W 24217,c	Uruk (mod. Warka)	IM 135725	W 24217,c		BagM 22, 154, W 24217,c		Administrative		Uruk III
P004962	BagM 22, 154, W 24218	Uruk (mod. Warka)	IM 081464	W 24218		BagM 22, 154, W 24218		Administrative		Uruk III
P004963	BagM 22, 155, W 24220	Uruk (mod. Warka)	IM 135728	W 24220		BagM 22, 155, W 24220		Administrative		Uruk III
P004964	BagM 22, 155, W 24221	Uruk (mod. Warka)	IM 135729	W 24221		BagM 22, 155, W 24221		Administrative		Uruk III
P004965	BagM 22, 156, W 24224	Uruk (mod. Warka)	IM 081465	W 24224		BagM 22, 156, W 24224		Administrative		Uruk III
P004966	BagM 22, 157, W 24235	Uruk (mod. Warka)	IM 135732	W 24235		BagM 22, 157, W 24235		Administrative		Uruk III
P004967	BagM 22, 158, W 24236	Uruk (mod. Warka)	IM 081468	W 24236		BagM 22, 158, W 24236		Administrative		Uruk III
P004968	BagM 22, 158, W 24237	Uruk (mod. Warka)	IM 081469	W 24237		BagM 22, 158, W 24237		Administrative		Uruk III
P004969	BagM 22, 158, W 24238	Uruk (mod. Warka)	IM 135733	W 24238		BagM 22, 158, W 24238		Administrative		Uruk III
P004970	BagM 22, 159, W 24239	Uruk (mod. Warka)	IM 081470	W 24239		BagM 22, 159, W 24239		Administrative		Uruk III
P004971	BagM 22, 159, W 24240	Uruk (mod. Warka)	IM 135734	W 24240		BagM 22, 159, W 24240		Administrative		Uruk III
P004972	BagM 22, 160, W 24241	Uruk (mod. Warka)	IM 135735	W 24241		BagM 22, 160, W 24241		Administrative		Uruk III
P004973	BagM 22, 160, W 24242,1	Uruk (mod. Warka)	IM 135736	W 24242,1		BagM 22, 160, W 24242,1		Administrative		Uruk III
P004974	IM 135737	Uruk (mod. Warka)	IM 135737	W 24242,2		unpublished unassigned ?		Administrative		Uruk III
P004975	BagM 22, 160, W 24243,2	Uruk (mod. Warka)	IM 135739	W 24243,2		BagM 22, 160, W 24243,2		Administrative		Uruk III
P004976	BagM 22, 161, W 24244,1	Uruk (mod. Warka)	IM 135740	W 24244,1		BagM 22, 161, W 24244,1		Administrative		Uruk III
P004977	BagM 22, 161, W 24244,2	Uruk (mod. Warka)	IM 135741	W 24244,2		BagM 22, 161, W 24244,2		Administrative		Uruk III
P004978	BagM 22, 161, W 24244,3	Uruk (mod. Warka)	IM 135742	W 24244,3		BagM 22, 161, W 24244,3		Administrative		Uruk III
P004979	BagM 22, 162, W 24244,4	Uruk (mod. Warka)	IM 135743	W 24244,4		BagM 22, 162, W 24244,4		Administrative		Uruk III
P004980	BagM 22, 162, W 24244,5	Uruk (mod. Warka)	IM 135744	W 24244,5		BagM 22, 162, W 24244,5		Administrative		Uruk III
P004981	BagM 22, 162, W 24245	Uruk (mod. Warka)	IM 135745	W 24245		BagM 22, 162, W 24245		Administrative		Uruk III
P004982	BagM 22, 162, W 24246	Uruk (mod. Warka)	IM 135746	W 24246		BagM 22, 162, W 24246		Administrative		Uruk III
P004983	BagM 22, 162, W 24246,bis	Uruk (mod. Warka)	IM 135748	W 24246,bis		BagM 22, 162, W 24246,bis		Administrative		Uruk III
P004984	ATU 7, pl. 092, HD 01	Uruk (mod. Warka)	HD: W — HD 01	W — HD 01		ATU 7, pl. 092, HD 01		Administrative		Uruk III
P004985	ATU 7, pl. 093, HD 02	Uruk (mod. Warka)	HD: W — HD 02	W — HD 02		ATU 7, pl. 093, HD 02		Administrative		Uruk III
