serial	char	cdli	ap23-name	action	comment	pcsl	new-name	new-code	sort	components
1585	𒲲	|DUG~bxSUHUR|	DUG-B TIMES SUHUR			|DUG~b×SUHUR|			969	DUG~b SUHUR
1586	𒲳	|DUG~bxTAK4~a|	DUG-B TIMES TAK4-A			|DUG~b×TAK₄~a|			976	DUG~b TAK₄~a
1587	𒲴	|DUG~bx(TAK4~a.SA~a)|	DUG-B TIMES TAK4-A BESIDE SA-A	rename		|DUG~b×(TAK₄~a.SA~a)|	PROTO-CUNEIFORM SIGN DUG-B TIMES TAK4-A PLUS SA-A		977	DUG~b TAK₄~a SA~a
1588	𒲵	|DUG~bx(TAK4~a.SAL)|	DUG-B TIMES TAK4-A BESIDE SAL	rename		|DUG~b×(TAK₄~a.SAL)|	PROTO-CUNEIFORM SIGN DUG-B TIMES TAK4-A PLUS SAL		978	DUG~b TAK₄~a SAL
1589	𒲶	|DUG~bxTI|	DUG-B TIMES TI			|DUG~b×TI|			979	DUG~b TI
1590	𒲷	|DUG~bxU2~a|	DUG-B TIMES U2-A			|DUG~b×U₂~a|			980	DUG~b U₂~a
1591	𒲸	|DUG~bxU2~b|	DUG-B VARIANT 1 TIMES U2-B			|DUG~b~v1×U₂~b|			1036	DUG~b~v1 U₂~b
1591.1	𒲹	|DUG~bxU2~b|	DUG-B VARIANT 2 TIMES U2-B			|DUG~b~v2×U₂~b|			1041	--DUG~b~v2 U₂~b
1592	𒲺	|DUG~bxUH3~a|	DUG-B TIMES UH3-A			|DUG~b×UH₃~a|			984	DUG~b UH₃~a
1593	𒲻	|DUG~bxUH3~a@t|	DUG-B TIMES UH3-A TENU			|DUG~b×UH₃~a@t|			985	DUG~b UH₃~a@t
1594	𒲼	|DUG~bxX|	DUG-B TIMES X			|DUG~b×X|			986	DUG~b --X
1594.1	𒲽	|DUG~bxX|	DUG-B TIMES X VARIANT 1	rename		|DUG~b~v1×X|	PROTO-CUNEIFORM SIGN DUG-B VARIANT 1 TIMES X		1037	DUG~b~v1 --X
1595	𒲾	|DUG~bxZATU707~a|	DUG-B TIMES ZATU707-A			|DUG~b×ZATU707~a|			988	DUG~b ZATU707~a
1596	𒲿	|DUG~bxZATU764|	DUG-B TIMES ZATU764			|DUG~b×ZATU764|			989	DUG~b ZATU764
1597	𒳀	|DUG~bxZATU779|	DUG-B TIMES ZATU779			|DUG~b×ZATU779|			990	DUG~b ZATU779
1598	𒳁	|DUG~bxZATU780|	DUG-B TIMES ZATU780			|DUG~b×ZATU780|			991	DUG~b ZATU780
1599	𒳂	|DUG~bxZATU781|	DUG-B TIMES ZATU781			|DUG~b×ZATU781|			992	DUG~b ZATU781
1600	𒳃	|DUG~bx(ZATU789.SA~a)|	DUG-B TIMES ZATU789 BESIDE SA-A	rename		|DUG~b×(ZATU789.SA~a)|	PROTO-CUNEIFORM SIGN DUG-B TIMES ZATU789 PLUS SA-A		993	DUG~b ZATU789 SA~a
1601	𒳄	|DUG~cx1(N57)|	DUG-C TIMES ONE-N57	rename		|DUG~c~v2×1(N57)|	PROTO-CUNEIFORM SIGN DUG-C VARIANT 2 TIMES ONE-N57		1049	--DUG~c~v2 1(N57)
1601.1	𒳅	|DUG~cx1(N57)|	DUG-C VARIANT 1 TIMES ONE-N57			|DUG~c~v1×1(N57)|			1047	DUG~c~v1 1(N57)
1601.2	𒳆	|DUG~cx1(N57)|	DUG-C VARIANT 2 TIMES ONE-N57	rename		|DUG~c~v3×1(N57)|	PROTO-CUNEIFORM SIGN DUG-C VARIANT 3 TIMES ONE-N57		1051	DUG~c~v3 1(N57)
1602	𒳇	|E2~ax1(N58@t)|	E2-A TIMES ONE-N58 TENU			|E₂~a×1(N58@t)|			1080	E₂~a 1(N58@t)
1603	𒳈	|E2~ax3(N58)|	E2-A TIMES THREE-N58			|E₂~a×3(N58)|			1081	E₂~a 3(N58)
1604	𒳉	|E2~a.LISZ|	E2-A BESIDE LISH			|E₂~a.LIŠ|			1077	E₂~a LIŠ
1605	𒳊	|E2~bx1(N57)@t|	E2-B TIMES ONE-N57 TENU	rename		|E₂~b×1(N58@t)|	PROTO-CUNEIFORM SIGN E2-B TIMES ONE-N58 TENU		1087	E₂~b 1(N58@t)
1606	𒳋	|E2~b.LISZ|	E2-B BESIDE LISH			|E₂~b.LIŠ|			1083	E₂~b LIŠ
1607	𒳌	|EN~c&EN~c|	EN-C OVER EN-C			|EN~c&EN~c|			1110	EN~c EN~c
1608	𒳍	|EN2.E2~a|	EN2 BESIDE E2-A			|EN₂.E₂~a|			1120	EN₂ E₂~a
1609	𒳎	|EN2.E2~b|	EN2 BESIDE E2-B			|EN₂.E₂~b|			1121	EN₂ E₂~b
1610	𒳏	|ESZDAxTAR|	ESHDA TIMES TAR	rename		|EŠDA×TAR~a|	PROTO-CUNEIFORM SIGN ESHDA TIMES TAR-A		1138	EŠDA TAR~a
1611	𒳐	|EZEN~axEN~a|	EZEN-A TIMES EN-A	rename		|EZEN~a~v1×EN~a|	PROTO-CUNEIFORM SIGN EZEN-A VARIANT 1 TIMES EN-A		1186	EZEN~a~v1 EN~a
1612	𒳑	|EZEN~axEN~b|	EZEN-A TIMES EN-B	rename		|EZEN~a×EN~b~v1|	PROTO-CUNEIFORM SIGN EZEN-A TIMES EN-B VARIANT 1		1164	EZEN~a EN~b~v1
1613	𒳒	|EZEN~ax(HI.1(N57).AN)|	EZEN-A TIMES HI BESIDE ONE-N57 BESIDE AN	rename		|EZEN~a×(HI×1(N57).AN)|	PROTO-CUNEIFORM SIGN EZEN-A TIMES HI TIMES ONE-N57 PLUS AN		1166	EZEN~a HI 1(N57) AN
1614	𒳓	|EZEN~axKAB|	EZEN-A TIMES KAB			|EZEN~a×KAB|			1167	EZEN~a KAB
1615	𒳔	|EZEN~axKI|	EZEN-A TIMES KI			|EZEN~a×KI|			1169	EZEN~a KI
1616	𒳕	|EZEN~axLA~e|	EZEN-A TIMES LA-E	remove		|EZEN~a×LA~e|			1170	
1616.1	𒳖	|EZEN~axLA~e|	EZEN-A TIMES LA-E VARIANT 1			|EZEN~a×LA~e|~v1			1171	EZEN~a LA~e
1617	𒳗	|EZEN~axNIM~b2|	EZEN-A TIMES NIM-B2			|EZEN~a×NIM~b2|			1174	EZEN~a NIM~b2
1618	𒳘	|EZEN~axNIMGIR|	EZEN-A TIMES NIMGIR			|EZEN~a×NIMGIR|			1175	EZEN~a NIMGIR
1619	𒳙	|EZEN~axRAD~a|	EZEN-A TIMES RAD-A			|EZEN~a×RAD~a|			1176	EZEN~a RAD~a
1620	𒳚	|EZEN~axSAG|	EZEN-A TIMES SAG	rename		|EZEN~a×SAG~v1|	PROTO-CUNEIFORM SIGN EZEN-A TIMES SAG VARIANT 1		1178	EZEN~a SAG~v1
1621	𒳛	|EZEN~axSU~a|	EZEN-A TIMES SU-A			|EZEN~a×SU~a|			1179	EZEN~a SU~a
1622	𒳜	|EZEN~ax(U2~b.A)|	EZEN-A TIMES U2-B BESIDE A	rename		|EZEN~a×(U₂~b.A)|	PROTO-CUNEIFORM SIGN EZEN-A TIMES U2-B PLUS A		1181	EZEN~a U₂~b A
1623	𒳝	|EZEN~axU4|	EZEN-A TIMES U4			|EZEN~a×U₄|			1180	EZEN~a U₄
1624	𒳞	|EZEN~axX|	EZEN-A TIMES X			|EZEN~a×X|			1182	EZEN~a --X
1625	𒳟	|EZEN~bx6(N57)|	EZEN-B TIMES SIX-N57	newglyph	NEW GLYPH=𒳠	|EZEN~b×6(N57)|~v1		12CE0	1190	EZEN~b 6(N57)
1625.1	𒳠	|EZEN~bx6(N57)|	EZEN-B TIMES SIX-N57 VARIANT 1	remove		|EZEN~b×6(N57)|			1189	
1626	𒳡	|GA~axX|	GA-A TIMES X	remove		|GA~a~v4×X|			1216	
1627	𒳢	|GA~a.ZATU753|	GA-A BESIDE ZATU753	rename		|GA~a~v1.ZATU753|	PROTO-CUNEIFORM SIGN GA-A VARIANT 1 BESIDE ZATU753		1211	GA~a~v1 ZATU753
1627.1	𒳣	|GA~a.ZATU753|	GA-A BESIDE ZATU753 VARIANT 1	rename		|GA~a~v4.ZATU753|~v1	PROTO-CUNEIFORM SIGN GA-A VARIANT 4 BESIDE ZATU753 VARIANT 1		1215	GA~a~v4 ZATU753
1628	𒳤	|GA~cx1(N14)|	GA-C TIMES ONE-N14			|GA~c×1(N14)|			1220	GA~c 1(N14)
1629	𒳥	|GA~cxKASKAL|	GA-C TIMES KASKAL			|GA~c×KASKAL|			1219	GA~c KASKAL
1630	𒳦	|GA2~a1x1(N14)|	GA2-A1 TIMES ONE-N14			|GA₂~a1×1(N14)|			1284	GA₂~a1 1(N14)
1631	𒳧	|GA2~a1x1(N57)|	GA2-A1 TIMES ONE-N57			|GA₂~a1×1(N57)|			1285	GA₂~a1 1(N57)
1632	𒳨	|GA2~a1x3(N57)|	GA2-A1 TIMES THREE-N57			|GA₂~a1×3(N57)|			1286	GA₂~a1 3(N57)
1633	𒳩	|GA2~a1xA|	GA2-A1 TIMES A			|GA₂~a1×A|			1264	GA₂~a1 A
1634	𒳪	|GA2~a1xEN~b|	GA2-A1 TIMES EN-B	rename		|GA₂~a1×EN~b~v1|	PROTO-CUNEIFORM SIGN GA2-A1 TIMES EN-B VARIANT 1		1268	GA₂~a1 EN~b~v1
1635	𒳫	|GA2~a1xGESZTU~c3|	GA2-A1 TIMES GESHTU-C3			|GA₂~a1×GEŠTU~c3|			1270	GA₂~a1 GEŠTU~c3
1636	𒳬	|GA2~a1xGESZTU~c5|	GA2-A1 TIMES GESHTU-C5			|GA₂~a1×GEŠTU~c5|			1271	GA₂~a1 GEŠTU~c5
1637	𒳭	|GA2~a1xGIR~a|	GA2-A1 TIMES GIR-A			|GA₂~a1×GIR~a|			1272	GA₂~a1 GIR~a
1638	𒳮	|GA2~a1x(GIR~a.KU6~a)|	GA2-A1 TIMES GIR-A BESIDE KU6-A	rename		|GA₂~a1×(GIR~a.KU₆~a)|	PROTO-CUNEIFORM SIGN GA2-A1 TIMES GIR-A PLUS KU6-A		1273	GA₂~a1 GIR~a KU₆~a
1639	𒳯	|GA2~a1xGISZ@t|	GA2-A1 TIMES GISH TENU			|GA₂~a1×GIŠ@t|			1274	GA₂~a1 GIŠ@t
1640	𒳰	|GA2~a1xGU4|	GA2-A1 TIMES GU4	remove		|GA₂~a1×GU₄|			1275	
1641	𒳱	|GA2~a1xHAL|	GA2-A1 TIMES HAL			|GA₂~a1×HAL|			1276	GA₂~a1 HAL
1642	𒳲	|GA2~a1xHI|	GA2-A1 TIMES HI			|GA₂~a1×HI|			1277	GA₂~a1 HI
1643	𒳳	|GA2~a1x(HI.SUHUR)|	GA2-A1 TIMES HI BESIDE SUHUR	rename		|GA₂~a1×(HI.SUHUR~v1)|	PROTO-CUNEIFORM SIGN GA2-A1 TIMES HI PLUS SUHUR VARIANT 1		1278	GA₂~a1 HI --SUHUR~v1
1644	𒳴	|GA2~a1xKU3~a|	GA2-A1 TIMES KU3-A			|GA₂~a1×KU₃~a|			1279	GA₂~a1 KU₃~a
1645	𒳵	|GA2~a1xKU6~a|	GA2-A1 TIMES KU6-A			|GA₂~a1×KU₆~a|			1280	GA₂~a1 KU₆~a
1646	𒳶	|GA2~a1x(KU6~a.KU6~a)|	GA2-A1 TIMES KU6-A BESIDE KU6-A	rename		|GA₂~a1×(KU₆~a.KU₆~a)|	PROTO-CUNEIFORM SIGN GA2-A1 TIMES KU6-A PLUS KU6-A		1281	GA₂~a1 KU₆~a KU₆~a
1647	𒳷	|GA2~a1xLAGAB~b|	GA2-A1 TIMES LAGAB-B			|GA₂~a1×LAGAB~b|			1282	GA₂~a1 LAGAB~b
1648	𒳸	|GA2~a1xMASZ|	GA2-A1 TIMES MASH			|GA₂~a1×MAŠ|			1283	GA₂~a1 MAŠ
1649	𒳹	|GA2~a1xNAGA~a|	GA2-A1 TIMES NAGA-A			|GA₂~a1×NAGA~a|			1287	GA₂~a1 NAGA~a
1650	𒳺	|GA2~a1xNIM~b1|	GA2-A1 TIMES NIM-B1			|GA₂~a1×NIM~b1|			1288	GA₂~a1 NIM~b1
1651	𒳻	|GA2~a1xNUN~a|	GA2-A1 TIMES NUN-A	remove		|GA₂~a1×NUN~a|			1289	
1652	𒳼	|GA2~a1xPAD~b|	GA2-A1 TIMES PAD-B			|GA₂~a1×PAD~b|			1290	GA₂~a1 PAD~b
1653	𒳽	|GA2~a1xPAP~a|	GA2-A1 TIMES PAP-A			|GA₂~a1×PAP~a|			1291	GA₂~a1 PAP~a
1654	𒳾	|GA2~a1xSZA|	GA2-A1 TIMES SHA			|GA₂~a1×ŠA|			1300	GA₂~a1 ŠA
1655	𒳿	|GA2~a1xSU~a|	GA2-A1 TIMES SU-A			|GA₂~a1×SU~a|			1292	GA₂~a1 SU~a
1656	𒴀	|GA2~a1xSUHUR|	GA2-A1 TIMES SUHUR			|GA₂~a1×SUHUR|			1293	GA₂~a1 SUHUR
1657	𒴁	|GA2~a1xSUKUD|	GA2-A1 TIMES SUKUD			|GA₂~a1×SUKUD|			1294	GA₂~a1 SUKUD
1658	𒴂	|GA2~a1x((SUKUD+SUKUD)~a)|	GA2-A1 TIMES SUKUD JOINING SUKUD FORM A			|GA₂~a1×((SUKUD+SUKUD)~a)|			1297	GA₂~a1 |(SUKUD+SUKUD)~a|
1659	𒴃	|GA2~a1x((SUKUD+SUKUD)~b)|	GA2-A1 TIMES SUKUD JOINING SUKUD FORM B			|GA₂~a1×((SUKUD+SUKUD)~b)|			1298	GA₂~a1 |(SUKUD+SUKUD)~b|
1660	𒴄	|GA2~a1xSUMASZ|	GA2-A1 TIMES SUMASH			|GA₂~a1×SUMAŠ|			1299	GA₂~a1 SUMAŠ
1661	𒴅	|GA2~a1xTI|	GA2-A1 TIMES TI			|GA₂~a1×TI|			1301	GA₂~a1 TI
1662	𒴆	|GA2~a1xU4|	GA2-A1 TIMES U4			|GA₂~a1×U₄|			1302	GA₂~a1 U₄
1663	𒴇	|GA2~a1xX|	GA2-A1 TIMES X			|GA₂~a1×X|			1303	GA₂~a1 --X
1664	𒴈	|GA2~a2xGU4|	GA2-A2 TIMES GU4			|GA₂~a2×GU₄|			1310	GA₂~a2 GU₄
1665	𒴉	|GA2~a2x(GU4.SZE3)|	GA2-A2 TIMES GU4 BESIDE SHE3	rename		|GA₂~a2×(ŠE₃~v1.GU₄)|	PROTO-CUNEIFORM SIGN GA2-A2 TIMES SHE3 VARIANT 1 PLUS GU4		1319	GA₂~a2 ŠE₃~v1 GU₄
1666	𒴊	|GA2~a2xNI~a|	GA2-A2 TIMES NI-A			|GA₂~a2×NI~a|			1313	GA₂~a2 NI~a
1667	𒴋	|GA2~a2xNI~b|	GA2-A2 TIMES NI-B			|GA₂~a2×NI~b|			1314	GA₂~a2 NI~b
1668	𒴌	|GA2~a2xSZE3|	GA2-A2 TIMES SHE3	rename		|GA₂~a2×ŠE₃~v1|	PROTO-CUNEIFORM SIGN GA2-A2 TIMES SHE3 VARIANT 1		1318	GA₂~a2 ŠE₃~v1
1669	𒴍	|GA2~a2xSUHUR|	GA2-A2 TIMES SUHUR			|GA₂~a2×SUHUR|			1316	GA₂~a2 SUHUR
1670	𒴎	|GA2~a2xX|	GA2-A2 TIMES X			|GA₂~a2×X|			1320	GA₂~a2 --X
1671	𒴏	|GA2~a3xX|	GA2-A3 TIMES X			|GA₂~a3×X|			1322	GA₂~a3 --X
1672	𒴐	|GA2~bxDUB~a|	GA2-B TIMES DUB-A			|GA₂~b×DUB~a|			1325	GA₂~b DUB~a
1673	𒴑	|GA2~bxDUB~b|	GA2-B TIMES DUB-B	rename		|GA₂~b×DUB~b~v2|	PROTO-CUNEIFORM SIGN GA2-B TIMES DUB-B VARIANT 2		1327	GA₂~b DUB~b~v2
1674	𒴒	|GA2~bxKU3~a|	GA2-B TIMES KU3-A			|GA₂~b×KU₃~a|			1328	GA₂~b KU₃~a
1675	𒴓	|GA2~bxZATU659|	GA2-B TIMES ZATU659			|GA₂~b×ZATU659|			1333	GA₂~b ZATU659
1676	𒴔	|GAN~cxDIN|	GAN-C TIMES DIN			|GAN~c×DIN|			1379	GAN~c DIN
1677	𒴕	|GAN~cxHI|	GAN-C TIMES HI			|GAN~c×HI|			1380	GAN~c HI
1678	𒴖	|GAN~cx(HI.DIN)|	GAN-C TIMES HI BESIDE DIN	rename		|GAN~c×(HI.DIN)|	PROTO-CUNEIFORM SIGN GAN-C TIMES HI PLUS DIN		1381	GAN~c HI DIN
1679	𒴗	|GAN~cxKASZ~c|	GAN-C TIMES KASH-C	rename		|GAN~c~v1×KAŠ~c|	PROTO-CUNEIFORM SIGN GAN-C VARIANT 1 TIMES KASH-C		1395	GAN~c~v1 KAŠ~c
1680	𒴘	|GAN~cx(KUR~a.A)|	GAN-C TIMES KUR-A BESIDE A	rename		|GAN~c~v1×(KUR~a.A)|	PROTO-CUNEIFORM SIGN GAN-C VARIANT 1 TIMES KUR-A PLUS A		1396	GAN~c~v1 KUR~a A
1681	𒴙	|GAN~cxLAGAB~b|	GAN-C TIMES LAGAB-B			|GAN~c×LAGAB~b|			1384	GAN~c LAGAB~b
1682	𒴚	|GAN~cxNE~a|	GAN-C TIMES NE-A			|GAN~c×NE~a|			1387	GAN~c NE~a
1683	𒴛	|GAN~cxSZE~a|	GAN-C TIMES SHE-A	rename		|GAN~c~v2×ŠE~a|	PROTO-CUNEIFORM SIGN GAN-C VARIANT 2 TIMES SHE-A		1399	--GAN~c~v2 ŠE~a
1684	𒴜	|GAN~cxSZE3@t|	GAN-C TIMES SHE3 TENU	rename		|GAN~c~v2×ŠE₃@t~v1|	PROTO-CUNEIFORM SIGN GAN-C VARIANT 2 TIMES SHE3 TENU VARIANT 1		1400	--GAN~c~v2 ŠE₃@t~v1
1685	𒴝	|GAN~cxSIG7|	GAN-C TIMES SIG7			|GAN~c×SIG₇|			1388	GAN~c SIG₇
1686	𒴞	|GAN~cxX|	GAN-C TIMES X			|GAN~c×X|			1392	GAN~c --X
1687	𒴟	|GAN~cxZATU777|	GAN-C TIMES ZATU777	rename		|GAN~c~v1×ZATU777~v1|	PROTO-CUNEIFORM SIGN GAN-C VARIANT 1 TIMES ZATU777 VARIANT 1		1397	GAN~c~v1 ZATU777~v1
1688	𒴠	|GAN~dxGESZTU~a|	GAN-D TIMES GESHTU-A	rename		|GAN~d×GEŠTU~a~v2|	PROTO-CUNEIFORM SIGN GAN-D TIMES GESHTU-A VARIANT 2		1403	GAN~d GEŠTU~a~v2
1689	𒴡	|GAN~dxHI|	GAN-D TIMES HI	remove		|GAN~d×HI|			1404	
1690	𒴢	|GESZTIN~cxX|	GESHTIN-C TIMES X	remove		|GEŠTIN~c×X|			1424	
1691	𒴣	|GESZTU~axSZE~a@t|	GESHTU-A TIMES SHE-A TENU	remove		|GEŠTU~a×ŠE~a@t~v1|			1431	
1692	𒴤	|GIx1(N14)|	GI TIMES ONE-N14	rename		|GI~v1×1(N14)|	PROTO-CUNEIFORM SIGN GI VARIANT 1 TIMES ONE-N14		1466	GI~v1 1(N14)
1693	𒴥	|GIx1(N58)@t|	GI TIMES ONE-N58 TENU			|GI×1(N58@t)|			1449	GI 1(N58@t)
1694	𒴦	|GI&GI|	GI OVER GI			|GI&GI|			1456	GI GI
1695	𒴧	|GI&GI&GI|	GI OVER GI OVER GI	rename		|GI~v1&GI~v1&GI~v1|	PROTO-CUNEIFORM SIGN GI VARIANT 1 OVER GI VARIANT 1 OVER GI VARIANT 1		1467	GI~v1 GI~v1 GI~v1
1696	𒴨	|(GI&GI)xGISZ@t|	GI OVER GI TIMES GISH TENU			|(GI&GI)×GIŠ@t|			1457	|GI&GI| GIŠ@t
1697	𒴩	|(GI+&GI)xSZE3|	GI OVER GI TIMES SHE3	rename		|(GI&GI)×ŠE₃~v1|	PROTO-CUNEIFORM SIGN GI OVER GI TIMES SHE3 VARIANT 1		1459	|GI&GI| ŠE₃~v1
1698	𒴪	|(GI&GI)xX|	GI OVER GI TIMES X			|(GI&GI)×X|			1460	|GI&GI| --X
1699	𒴫	|GIxGISZ@t|	GI TIMES GISH TENU	rename		|GI~v1×GIŠ@t|	PROTO-CUNEIFORM SIGN GI VARIANT 1 TIMES GISH TENU		1464	GI~v1 GIŠ@t
1700	𒴬	|GIxKU~b1|	GI TIMES KU-B1			|GI×KU~b1|			1444	GI KU~b1
1701	𒴭	|GIxLAGAB~a|	GI TIMES LAGAB-A	rename		|GI~v1×LAGAB~a|	PROTO-CUNEIFORM SIGN GI VARIANT 1 TIMES LAGAB-A		1465	GI~v1 LAGAB~a
1702	𒴮	|GIxNAM2|	GI TIMES NAM2			|GI×NAM₂|			1450	GI NAM₂
1703	𒴯	|GIxSZE3|	GI TIMES SHE3	rename		|GI×ŠE₃~v1|	PROTO-CUNEIFORM SIGN GI TIMES SHE3 VARIANT 1		1454	GI ŠE₃~v1
1704	𒴰	|GIxSIG2~d1|	GI TIMES SIG2-D1			|GI×SIG₂~d1|			1452	GI SIG₂~d1
1705	𒴱	|GIxX|	GI TIMES X			|GI×X|			1455	GI --X
1706	𒴲	|GI4~axA|	GI4-A TIMES A			|GI₄~a×A|			1475	GI₄~a A
1707	𒴳	|GI4~a&GI4~a|	GI4-A OVER GI4-A			|GI₄~a&GI₄~a|			1476	GI₄~a GI₄~a
1708	𒴴	|GI4~b&GI4~b|	GI4-B OVER GI4-B			|GI₄~b&GI₄~b|			1478	GI₄~b GI₄~b
1709	𒴵	|GIR~a.KU6~a|	GIR-A BESIDE KU6-A			|GIR~a.KU₆~a|			1490	GIR~a KU₆~a
1710	𒴶	|GIR~b.GIR~b|	GIR-B BESIDE GIR-B	rename		|GIR~b~v1.GIR~b~v1|	PROTO-CUNEIFORM SIGN GIR-B VARIANT 1 BESIDE GIR-B VARIANT 1		1494	GIR~b~v1 GIR~b~v1
1711	𒴷	|GIR3~axSZE~b|	GIR3-A TIMES SHE-B			|GIR₃~a×ŠE~b|			1506	GIR₃~a ŠE~b
1712	𒴸	|GIR3~cxKAR2|	GIR3-C TIMES KAR2	rename		|GIR₃~c×KAR₂~b|	PROTO-CUNEIFORM SIGN GIR3-C TIMES KAR2-B		1510	GIR₃~c KAR₂~b
1713	𒴹	|GIR3~cxSZE3|	GIR3-C TIMES SHE3	rename		|GIR₃~c×ŠE₃~v1|	PROTO-CUNEIFORM SIGN GIR3-C TIMES SHE3 VARIANT 1		1512	GIR₃~c ŠE₃~v1
1714	𒴺	|(GISZx(DIN.DIN))~a|	GISH TIMES DIN BESIDE DIN FORM A	rename		|(GIŠ×(DIN.DIN))~a|	PROTO-CUNEIFORM SIGN GISH TIMES DIN PLUS DIN FORM A		1524	GIŠ DIN DIN
1715	𒴻	|(GISZx(DIN.DIN))~b|	GISH TIMES DIN BESIDE DIN FORM B	rename		|(GIŠ×(DIN.DIN))~b|	PROTO-CUNEIFORM SIGN GISH TIMES DIN PLUS DIN FORM B		1525	GIŠ DIN DIN
1716	𒴼	|(GISZx(DIN.DIN))~c|	GISH TIMES DIN BESIDE DIN FORM C	rename		|(GIŠ×(DIN.DIN))~c|	PROTO-CUNEIFORM SIGN GISH TIMES DIN PLUS DIN FORM C		1526	GIŠ DIN DIN
1717	𒴽	|GISZxSZU2~a|	GISH TIMES SHU2-A			|GIŠ×ŠU₂~a|			1528	GIŠ ŠU₂~a
1718	𒴾	|GISZxSZU2~b|	GISH TIMES SHU2-B			|GIŠ×ŠU₂~b|			1529	GIŠ ŠU₂~b
1719	𒴿	|GISZ.TE|	GISH BESIDE TE			|GIŠ.TE|			1522	GIŠ TE
1720	𒵀	|GISZ@t.E2~a|	GISH TENU BESIDE E2-A	remove		|GIŠ@t.E₂~a|			1536	
1721	𒵁	|GISZ3~a&GISZ3~a|	GISH3-A OVER GISH3-A			|GIŠ₃~a&GIŠ₃~a|			1540	GIŠ₃~a GIŠ₃~a
1722	𒵂	|GU4.ZATU755~a|	GU4 BESIDE ZATU755-A	rename		|GU₄.ZATU755~b|	PROTO-CUNEIFORM SIGN GU4 BESIDE ZATU755-B		1562	GU₄ ZATU755~b
1723	𒵃	|GUG2xSZITA~a1|	GUG2 TIMES SHITA-A1	delete	# Incorrect glyph in unpublished Umma text	|GUG₂~v1×ŠITA~a1|			1582	
1724	𒵄	|GUG2xSILA3~a|	GUG2 TIMES SILA3-A	rename		|GUG₂~v1×SILA₃~a|	PROTO-CUNEIFORM SIGN GUG2 VARIANT 1 TIMES SILA3-A		1581	GUG₂~v1 SILA₃~a
1725	𒵅	|GUG2xTUR|	GUG2 TIMES TUR	rename		|GUG₂~v1×TUR~v1|	PROTO-CUNEIFORM SIGN GUG2 VARIANT 1 TIMES TUR VARIANT 1		1583	GUG₂~v1 TUR~v1
1726	𒵆	|GUKKAL~a.HI@g~a|	GUKKAL-A BESIDE HI GUNU-A			|GUKKAL~a.HI@g~a|			1588	GUKKAL~a HI@g~a
1727	𒵇	|GURUSZ~ax2(N14)|	GURUSH-A TIMES TWO-N14			|GURUŠ~a×2(N14)|			1608	GURUŠ~a 2(N14)
1728	𒵈	|GURUSZ~bx2(N14)|	GURUSH-B TIMES TWO-N14			|GURUŠ~b×2(N14)|			1611	GURUŠ~b 2(N14)
1729	𒵉	|GURUSZ~cx2(N14)|	GURUSH-C TIMES TWO-N14			|GURUŠ~c×2(N14)|			1613	--GURUŠ~c 2(N14)
1730	𒵊	|HASZHURxMA|	HASHHUR TIMES MA			|HAŠHUR×MA|			1619	HAŠHUR MA
1731	𒵋	|HIx1(N01@f)|	HI TIMES ONE-N1 FLAT	remove		|HI×1(N01@f)|			1630	
1732	𒵌	|HIx1(N57)|	HI TIMES ONE-N57			|HI×1(N57)|			1632	HI 1(N57)
1733	𒵍	|(HIx1(N57)).(HIx1(N57))|	HI TIMES ONE-N57 BESIDE HI TIMES ONE-N57			|(HI×1(N57)).(HI×1(N57))|			1635	HI 1(N57) HI 1(N57)
1734	𒵎	|HIx1(N57@t)|	HI TIMES ONE-N57 TENU			|HI×1(N57@t)|			1637	HI --1(N57@t)
1735	𒵏	|HIx1(N58)|	HI TIMES ONE-N58			|HI×1(N58)|			1638	HI 1(N58)
1736	𒵐	|HIxLAGAB~a|	HI TIMES LAGAB-A			|HI×LAGAB~a|			1628	HI LAGAB~a
1737	𒵑	|HIxSZE3@t|	HI TIMES SHE3 TENU	remove		|HI×ŠE₃@t~v1|			1640	
1738	𒵒	|HI.SUHUR|	HI BESIDE SUHUR	newglyph	NEW GLYPH=𒵔	|HI.SUHUR|		12D54	1621	HI SUHUR
1738.1	𒵓	|HI.SUHUR|	HI BESIDE SUHUR VARIANT 1			|HI.SUHUR~v1|			1624	HI --SUHUR~v1
1738.2	𒵔	|HI.SUHUR|	HI BESIDE SUHUR VARIANT 2	newglyph	NEW GLYPH=𒵒	|HI.SUHUR~v2|		12D52	1625	HI --SUHUR~v2
1739	𒵕	|HIxZATU707~a|	HI TIMES ZATU707-A			|HI×ZATU707~a|			1642	HI ZATU707~a
1740	𒵖	|IR~a.GA2~a1|	IR-A BESIDE GA2-A1			|IR~a.GA₂~a1|			1685	IR~a GA₂~a1
1741	𒵗	|KA~axSAR~a|	KA-A TIMES SAR-A			|KA~a×SAR~a|			1710	KA~a SAR~a
1742	𒵘	|KA~a.SZE~a|	KA-A BESIDE SHE-A	rename		|KA~a~v2.ŠE~a@t|	PROTO-CUNEIFORM SIGN KA-A VARIANT 2 BESIDE SHE-A TENU		1715	--KA~a~v2 ŠE~a@t
1742.1	𒵙	|KA~a.SZE~a|	KA-A BESIDE SHE-A VARIANT 1	rename		|KA~a~v1.ŠE~a|	PROTO-CUNEIFORM SIGN KA-A VARIANT 1 BESIDE SHE-A		1713	--KA~a~v1 ŠE~a
