pcsl	cdli	cdli_fixed_flag	recommendation	encoding_status	unicode_codepoint	unicode_name
SIG₇	SIG7	False	keep	proposed	12AE3	PROTO-CUNEIFORM SIGN SIG7
SIG₇~v1	SIG7	False	keep	proposed	12AE4	PROTO-CUNEIFORM SIGN SIG7 VARIANT 1
SIKIL	SIKIL	False	remove	not_proposed		
SILA₃~a	SILA3~a	False	keep	proposed	12AE5	PROTO-CUNEIFORM SIGN SILA3-A
|SILA₃~a×A|	|SILA3~axA|	False	keep	proposed	12AE6	PROTO-CUNEIFORM SIGN SILA3-A TIMES A
|SILA₃~a×AMAR|	|SILA3~axAMAR|	False	keep	proposed	12AE7	PROTO-CUNEIFORM SIGN SILA3-A TIMES AMAR
|SILA₃~a×DUG~a|~v1	|SILA3~axDUG~a|	False	keep	proposed	12AE8	PROTO-CUNEIFORM SIGN SILA3-A TIMES DUG-A VARIANT 1
|SILA₃~a×DUG~b|	|SILA3~axDUG~b|	False	remove	not_proposed		
|SILA₃~a×GA~a~v3|	|SILA3~axGA~a|	False	rename	proposed	12AE9	PROTO-CUNEIFORM SIGN SILA3-A TIMES GA-A VARIANT 3
|SILA₃~a×GARA₂~a|	|SILA3~axGARA2~a|	False	keep	proposed	12AEA	PROTO-CUNEIFORM SIGN SILA3-A TIMES GARA2-A
|SILA₃~a×GEŠTU~a~v2|	|SILA3~axGESZTU~a|	False	rename	proposed	12AEB	PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-A VARIANT 2
|SILA₃~a×GEŠTU~c3|	|SILA3~axGESZTU~c3|	False	keep	proposed	12AEC	PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-C3
|SILA₃~a×GEŠTU~c5|	|SILA3~axGESZTU~c5|	False	keep	proposed	12AED	PROTO-CUNEIFORM SIGN SILA3-A TIMES GESHTU-C5
|SILA₃~a×HAŠHUR|	|SILA3~axHASZHUR|	False	keep	proposed	12AEE	PROTO-CUNEIFORM SIGN SILA3-A TIMES HASHHUR
|SILA₃~a×HI|	|SILA3~axHI|	False	keep	proposed	12AEF	PROTO-CUNEIFORM SIGN SILA3-A TIMES HI
|SILA₃~a×HI@g~a|	|SILA3~axHI@g~a|	False	keep	proposed	12AF0	PROTO-CUNEIFORM SIGN SILA3-A TIMES HI GUNU-A
|SILA₃~a×IB~a|	|SILA3~axIB~a|	False	keep	proposed	12AF1	PROTO-CUNEIFORM SIGN SILA3-A TIMES IB-A
|SILA₃~a×KAŠ~a|	|SILA3~axKASZ~a|	False	keep	proposed	12AF2	PROTO-CUNEIFORM SIGN SILA3-A TIMES KASH-A
|SILA₃~a×KAŠ~c|	|SILA3~axKASZ~c|	False	keep	proposed	12AF3	PROTO-CUNEIFORM SIGN SILA3-A TIMES KASH-C
|SILA₃~a×KAŠ~d|	|SILA3~axKASZ~d|	False	keep	proposed	12AF4	PROTO-CUNEIFORM SIGN SILA3-A TIMES KASH-D
|SILA₃~a×KU₆~a|	|SILA3~axKU6~a|	False	keep	proposed	12AF5	PROTO-CUNEIFORM SIGN SILA3-A TIMES KU6-A
|SILA₃~a×KUR~a|	|SILA3~axKUR~a|	False	keep	proposed	12AF6	PROTO-CUNEIFORM SIGN SILA3-A TIMES KUR-A
|SILA₃~a×MA~v1|	|SILA3~axMA|	False	rename	proposed	12AF7	PROTO-CUNEIFORM SIGN SILA3-A TIMES MA VARIANT 1
|SILA₃~a×MAŠ|	|SILA3~axMASZ|	False	keep	proposed	12AF8	PROTO-CUNEIFORM SIGN SILA3-A TIMES MASH
|SILA₃~a×NAGA~a|	|SILA3~axNAGA~a|	False	keep	proposed	12AF9	PROTO-CUNEIFORM SIGN SILA3-A TIMES NAGA-A
|SILA₃~a×NI~a|	|SILA3~axNI~a|	False	keep	proposed	12AFA	PROTO-CUNEIFORM SIGN SILA3-A TIMES NI-A
|SILA₃~a×NUN~b|	|SILA3~axNUN~b|	False	keep	proposed	12AFB	PROTO-CUNEIFORM SIGN SILA3-A TIMES NUN-B
|SILA₃~a×SUHUR|	|SILA3~axSUHUR|	False	keep	proposed	12AFC	PROTO-CUNEIFORM SIGN SILA3-A TIMES SUHUR
|SILA₃~a×SUM~a~v1|	|SILA3~axSUM~a|	False	rename	proposed	12AFD	PROTO-CUNEIFORM SIGN SILA3-A TIMES SUM-A VARIANT 1
|SILA₃~a×SUM~b|	|SILA3~axSUM~b|	False	keep	proposed	12AFE	PROTO-CUNEIFORM SIGN SILA3-A TIMES SUM-B
|SILA₃~a×ŠE~a|	|SILA3~axSZE~a|	False	keep	proposed	12AFF	PROTO-CUNEIFORM SIGN SILA3-A TIMES SHE-A
|SILA₃~a×ŠE~a@t|	|SILA3~axSZE~a@t|	False	keep	proposed	12B00	PROTO-CUNEIFORM SIGN SILA3-A TIMES SHE-A TENU
|SILA₃~a×ŠU|	|SILA3~axSZU|	False	keep	proposed	12B01	PROTO-CUNEIFORM SIGN SILA3-A TIMES SHU
|SILA₃~a×ŠU₂~b|	|SILA3~axSZU2|	False	rename	proposed	12B02	PROTO-CUNEIFORM SIGN SILA3-A TIMES SHU2-B
|SILA₃~a×X|	|SILA3~axX|	False	keep	proposed	12B03	PROTO-CUNEIFORM SIGN SILA3-A TIMES X
|SILA₃~a×ZATU629~v1|	|SILA3~axZATU629|	False	rename	proposed	12B04	PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU629 VARIANT 1
|SILA₃~a×ZATU646|	|SILA3~axZATU646|	False	keep	proposed	12B05	PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU646
|SILA₃~a×(ZATU659.TU~c~v1)|	|SILA3~ax(ZATU659.TU~c)|	False	rename	proposed	12B06	PROTO-CUNEIFORM SIGN SILA3-A TIMES ZATU659 PLUS TU-C VARIANT 1
|SILA₃~a×1(N57)|	|SILA3~ax1(N57)|	False	keep	proposed	12B07	PROTO-CUNEIFORM SIGN SILA3-A TIMES ONE-N57
|SILA₃~a×1(N58)|	|SILA3~ax1(N58)|	False	keep	proposed	12B08	PROTO-CUNEIFORM SIGN SILA3-A TIMES ONE-N58
|SILA₃~a~v1×DUG~a|	|SILA3~axDUG~a|	False	rename	proposed	12B09	PROTO-CUNEIFORM SIGN SILA3-A VARIANT 1 TIMES DUG-A
SILA₃~b	SILA3~b	False	keep	proposed	12B0A	PROTO-CUNEIFORM SIGN SILA3-B
|SILA₃~b×DUG~a|	|SILA3~bxDUG~a|	False	remove	not_proposed		
|SILA₃~b×GUG₂|	|SILA3~bxGUG2|	False	keep	proposed	12B0B	PROTO-CUNEIFORM SIGN SILA3-B TIMES GUG2
|SILA₃~b×NAGA~b|	|SILA3~bxNAGA~b|	False	keep	proposed	12B0C	PROTO-CUNEIFORM SIGN SILA3-B TIMES NAGA-B
|SILA₃~b×NI~b|	|SILA3~bxNI~b|	False	keep	proposed	12B0D	PROTO-CUNEIFORM SIGN SILA3-B TIMES NI-B
SILA₃~c	SILA3~c	False	keep	proposed	12B0E	PROTO-CUNEIFORM SIGN SILA3-C
|SILA₃~c×NI~a|	|SILA3~bxNI~a|	True	rename	proposed	12B0F	PROTO-CUNEIFORM SIGN SILA3-C TIMES NI-A
|SILA₃~c×ŠU|	|SILA3~cxSZU|	False	keep	proposed	12B10	PROTO-CUNEIFORM SIGN SILA3-C TIMES SHU
|SILA₃~c×ZATU687|	|SILA3~cxZATU687|	False	keep	proposed	12B11	PROTO-CUNEIFORM SIGN SILA3-C TIMES ZATU687
|SILA₃~d×NI~a|	|SILA3~dxNI~a|	False	keep	proposed	12B12	PROTO-CUNEIFORM SIGN SILA3-D TIMES NI-A
SILA₄~a	SILA4~a	False	keep	proposed	12B13	PROTO-CUNEIFORM SIGN SILA4-A
SILA₄~b	SILA4~b	False	keep	proposed	12B14	PROTO-CUNEIFORM SIGN SILA4-B
SILA₄~c	SILA4~c	False	keep	proposed	12B15	PROTO-CUNEIFORM SIGN SILA4-C
SILA₄~d	SILA4~d	False	keep	proposed	12B16	PROTO-CUNEIFORM SIGN SILA4-D
SILANITA	SILANITA	False	keep	proposed	12B17	PROTO-CUNEIFORM SIGN SILANITA
SIMUG	SIMUG	False	keep	proposed	12B18	PROTO-CUNEIFORM SIGN SIMUG
SIMUG~v1	SIMUG	False	keep	proposed	12B19	PROTO-CUNEIFORM SIGN SIMUG VARIANT 1
SIPA	SIPA	False	keep	proposed	12B1A	PROTO-CUNEIFORM SIGN SIPA
SU~a	SU~a	False	keep	proposed	12B1B	PROTO-CUNEIFORM SIGN SU-A
|SU~a×1(N58)|	|SU~ax1(N58)|	False	keep	proposed	12B1C	PROTO-CUNEIFORM SIGN SU-A TIMES ONE-N58
SU~a~v1	SU~a	False	keep	proposed	12B1D	PROTO-CUNEIFORM SIGN SU-A VARIANT 1
SU~b	SU~b	False	keep	proposed	12B1E	PROTO-CUNEIFORM SIGN SU-B
SU₃	SU3	False	keep	proposed	12B1F	PROTO-CUNEIFORM SIGN SU3
SUG	SUG	False	keep	proposed	12B20	PROTO-CUNEIFORM SIGN SUG
SUG₅	SUG5	False	keep	proposed	12B21	PROTO-CUNEIFORM SIGN SUG5
SUH₃	SUH3	False	keep	proposed	12B22	PROTO-CUNEIFORM SIGN SUH3
SUHUR	SUHUR	False	keep	proposed	12B23	PROTO-CUNEIFORM SIGN SUHUR
SUHUR@g	SUHUR@g	False	keep	proposed	12B24	PROTO-CUNEIFORM SIGN SUHUR GUNU
SUHUR@n	SUHUR@n	False	keep	proposed	12B25	PROTO-CUNEIFORM SIGN SUHUR NUTILLU
SUKKAL	SUKKAL	False	keep	proposed	12B26	PROTO-CUNEIFORM SIGN SUKKAL
SUKUD	SUKUD	False	keep	proposed	12B27	PROTO-CUNEIFORM SIGN SUKUD
|(SUKUD+SUKUD)~a|	|(SUKUD+SUKUD)~a|	False	keep	proposed	12B28	PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM A
|(SUKUD+SUKUD)~b|	|(SUKUD+SUKUD)~b|	False	keep	proposed	12B29	PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM B
|(SUKUD+SUKUD)~c|	|(SUKUD+SUKUD)~c|	False	remove	not_proposed		
|(SUKUD+SUKUD)~d|	|(SUKUD+SUKUD)~d|	False	keep	proposed	12B2A	PROTO-CUNEIFORM SIGN SUKUD JOINING SUKUD FORM D
SUKUD@g~a	SUKUD@g~a	False	keep	proposed	12B2B	PROTO-CUNEIFORM SIGN SUKUD GUNU-A
SUKUD@g~b	SUKUD@g~b	False	keep	proposed	12B2C	PROTO-CUNEIFORM SIGN SUKUD GUNU-B
SUKUD@g~b~v1	SUKUD@g~b	False	keep	proposed	12B2D	PROTO-CUNEIFORM SIGN SUKUD GUNU-B VARIANT 1
SUKUD@g~c	SUKUD@g~c	False	keep	proposed	12B2E	PROTO-CUNEIFORM SIGN SUKUD GUNU-C
SUKUD@g~d	SUKUD@g~d	False	keep	proposed	12B2F	PROTO-CUNEIFORM SIGN SUKUD GUNU-D
SUM~a	SUM~a	False	keep	proposed	12B30	PROTO-CUNEIFORM SIGN SUM-A
SUM~a@t	SUM~a@t	False	keep	proposed	12B31	PROTO-CUNEIFORM SIGN SUM-A TENU
SUM~a~v1	SUM~a	False	keep	proposed	12B32	PROTO-CUNEIFORM SIGN SUM-A VARIANT 1
SUM~b	SUM~b	False	keep	proposed	12B33	PROTO-CUNEIFORM SIGN SUM-B
SUMAŠ	SUMASZ	False	keep	proposed	12B34	PROTO-CUNEIFORM SIGN SUMASH
SUR	SUR	False	keep	proposed	12B35	PROTO-CUNEIFORM SIGN SUR
SUSA	SUSA	False	keep	proposed	12B36	PROTO-CUNEIFORM SIGN SUSA
ŠA	SZA	False	keep	proposed	12B37	PROTO-CUNEIFORM SIGN SHA
|(ŠA×HI@g~a)~a|	|(SZAxHI@g~a)~a|	False	keep	proposed	12B38	PROTO-CUNEIFORM SIGN SHA TIMES HI GUNU-A FORM A
|(ŠA×HI@g~a)~b|	|(SZAxHI@g~a)~b|	False	keep	proposed	12B39	PROTO-CUNEIFORM SIGN SHA TIMES HI GUNU-A FORM B
ŠA@g	SZA@g	False	keep	proposed	12B3A	PROTO-CUNEIFORM SIGN SHA GUNU
ŠA~v1	SZA	False	keep	proposed	12B3B	PROTO-CUNEIFORM SIGN SHA VARIANT 1
ŠA~v2	SZA	False	keep	proposed	12B3C	PROTO-CUNEIFORM SIGN SHA VARIANT 2
ŠA₃~a1	SZA3~a1	False	keep	proposed	12B3D	PROTO-CUNEIFORM SIGN SHA3-A1
ŠA₃~a2	SZA3~a2	False	keep	proposed	12B3E	PROTO-CUNEIFORM SIGN SHA3-A2
ŠA₃~b	SZA3~b	False	keep	proposed	12B3F	PROTO-CUNEIFORM SIGN SHA3-B
ŠA₃~c	SZA3~c	False	keep	proposed	12B40	PROTO-CUNEIFORM SIGN SHA3-C
ŠA₃~d	SZA3~d	False	keep	proposed	12B41	PROTO-CUNEIFORM SIGN SHA3-D
ŠAB~a	SZAB~a	False	keep	proposed	12B42	PROTO-CUNEIFORM SIGN SHAB-A
ŠAB~a~v1	SZAB~a	False	keep	proposed	12B43	PROTO-CUNEIFORM SIGN SHAB-A VARIANT 1
ŠAB~b	SZAB~b	False	keep	proposed	12B44	PROTO-CUNEIFORM SIGN SHAB-B
ŠAB~b~v1	SZAB~b	False	keep	proposed	12B45	PROTO-CUNEIFORM SIGN SHAB-B VARIANT 1
ŠAGAN	SZAGAN	False	keep	proposed	12B46	PROTO-CUNEIFORM SIGN SHAGAN
ŠAGAN~v1	SZAGAN	False	keep	proposed	12B47	PROTO-CUNEIFORM SIGN SHAGAN VARIANT 1
ŠAGINA	SZAGINA	False	keep	proposed	12B48	PROTO-CUNEIFORM SIGN SHAGINA
ŠAH₂~a	SZAH2~a	False	keep	proposed	12B49	PROTO-CUNEIFORM SIGN SHAH2-A
ŠAH₂~b	SZAH2~b	False	keep	proposed	12B4A	PROTO-CUNEIFORM SIGN SHAH2-B
ŠAH₂~c	SZAH2~c	False	keep	proposed	12B4B	PROTO-CUNEIFORM SIGN SHAH2-C
ŠAKIR~a	SZAKIR~a	False	keep	proposed	12B4C	PROTO-CUNEIFORM SIGN SHAKIR-A
ŠAKIR~b	SZAKIR~b	False	keep	proposed	12B4D	PROTO-CUNEIFORM SIGN SHAKIR-B
ŠAKIR~c	SZAKIR~c	False	keep	proposed	12B4E	PROTO-CUNEIFORM SIGN SHAKIR-C
ŠAM₂	SZAM2	False	keep	proposed	12B4F	PROTO-CUNEIFORM SIGN SHAM2
ŠANDANA~a	SZANDANA~a	False	keep	proposed	12B50	PROTO-CUNEIFORM SIGN SHANDANA-A
ŠANDANA~b	SZANDANA~b	False	keep	proposed	12B51	PROTO-CUNEIFORM SIGN SHANDANA-B
ŠE~a	SZE~a	False	keep	proposed	12B52	PROTO-CUNEIFORM SIGN SHE-A
|ŠE~a.KIN₂~c|	|SZE~a.KIN2~c|	False	keep	proposed	12B53	PROTO-CUNEIFORM SIGN SHE-A BESIDE KIN2-C
|ŠE~a.NAM₂|	|SZE~a.NAM2|	False	keep	proposed	12B54	PROTO-CUNEIFORM SIGN SHE-A BESIDE NAM2
|ŠE~a.NAM₂|~v1	|SZE~a.NAM2|	False	keep	proposed	12B55	PROTO-CUNEIFORM SIGN SHE-A BESIDE NAM2 VARIANT 1
|ŠE~a&ŠE~a|	|SZE~a&SZE~a|	False	keep	proposed	12B56	PROTO-CUNEIFORM SIGN SHE-A OVER SHE-A
ŠE~a@t	SZE~a@t	False	keep	proposed	12B57	PROTO-CUNEIFORM SIGN SHE-A TENU
ŠE~b	SZE~b	False	keep	proposed	12B58	PROTO-CUNEIFORM SIGN SHE-B
ŠE~c	SZE~c	False	keep	proposed	12B59	PROTO-CUNEIFORM SIGN SHE-C
ŠE₃	SZE3	False	keep	proposed	12B5A	PROTO-CUNEIFORM SIGN SHE3
ŠE₃@t	SZE3@t	False	keep	proposed	12B5B	PROTO-CUNEIFORM SIGN SHE3 TENU
ŠE₃~v1	SZE3	False	keep	proposed	12B5C	PROTO-CUNEIFORM SIGN SHE3 VARIANT 1
ŠE₃~v1@t	SZE3@t	False	keep	proposed	12B5D	PROTO-CUNEIFORM SIGN SHE3 VARIANT 1 TENU
ŠEG₉	SZEG9	False	keep	proposed	12B5E	PROTO-CUNEIFORM SIGN SHEG9
ŠELU	SZELU	False	keep	proposed	12B5F	PROTO-CUNEIFORM SIGN SHELU
ŠEN~a	SZEN~a	False	keep	proposed	12B60	PROTO-CUNEIFORM SIGN SHEN-A
ŠEN~a~v1	SZEN~a	False	keep	proposed	12B61	PROTO-CUNEIFORM SIGN SHEN-A VARIANT 1
ŠEN~b	SZEN~b	False	keep	proposed	12B62	PROTO-CUNEIFORM SIGN SHEN-B
ŠEN~b~v1	SZEN~b	False	keep	proposed	12B63	PROTO-CUNEIFORM SIGN SHEN-B VARIANT 1
ŠEN~c	SZEN~c	False	keep	proposed	12B64	PROTO-CUNEIFORM SIGN SHEN-C
ŠEN~c@t	SZEN~c@t	False	keep	proposed	12B65	PROTO-CUNEIFORM SIGN SHEN-C TENU
ŠEN~d	SZEN~d	False	keep	proposed	12B66	PROTO-CUNEIFORM SIGN SHEN-D
|ŠEN~d×A|	|SZEN~dxA|	False	keep	proposed	12B67	PROTO-CUNEIFORM SIGN SHEN-D TIMES A
ŠEN~d~v1	SZEN~d	False	keep	proposed	12B68	PROTO-CUNEIFORM SIGN SHEN-D VARIANT 1
ŠEN~d~v2	SZEN~d	False	keep	proposed	12B69	PROTO-CUNEIFORM SIGN SHEN-D VARIANT 2
ŠEN~e	SZEN~e	False	keep	proposed	12B6A	PROTO-CUNEIFORM SIGN SHEN-E
ŠENNUR~a	SZENNUR~a	False	keep	proposed	12B6B	PROTO-CUNEIFORM SIGN SHENNUR-A
ŠENNUR~b	SZENNUR~b	False	keep	proposed	12B6C	PROTO-CUNEIFORM SIGN SHENNUR-B
ŠEŠ~a	SZESZ~a	False	keep	proposed	12B6D	PROTO-CUNEIFORM SIGN SHESH-A
ŠEŠ~a~v1	SZESZ~a	False	keep	proposed	12B6E	PROTO-CUNEIFORM SIGN SHESH-A VARIANT 1
ŠEŠ~b	SZESZ~b	False	keep	proposed	12B6F	PROTO-CUNEIFORM SIGN SHESH-B
ŠIDIM	SZIDIM	False	keep	proposed	12B70	PROTO-CUNEIFORM SIGN SHIDIM
ŠIDIM@t	SZIDIM@t	False	keep	proposed	12B71	PROTO-CUNEIFORM SIGN SHIDIM TENU
ŠIM~a	SZIM~a	False	keep	proposed	12B72	PROTO-CUNEIFORM SIGN SHIM-A
ŠIM~a~v1	SZIM~a	False	keep	proposed	12B73	PROTO-CUNEIFORM SIGN SHIM-A VARIANT 1
ŠIM~a~v2	SZIM~a	False	keep	proposed	12B74	PROTO-CUNEIFORM SIGN SHIM-A VARIANT 2
ŠIM~b	SZIM~b	False	keep	proposed	12B75	PROTO-CUNEIFORM SIGN SHIM-B
ŠIR~a	SZIR~a	False	keep	proposed	12B76	PROTO-CUNEIFORM SIGN SHIR-A
ŠIR~a~v1	SZIR~a	False	keep	proposed	12B77	PROTO-CUNEIFORM SIGN SHIR-A VARIANT 1
ŠIR~b	SZIR~b	False	keep	proposed	12B78	PROTO-CUNEIFORM SIGN SHIR-B
ŠIR~b~v1	SZIR~b	False	keep	proposed	12B79	PROTO-CUNEIFORM SIGN SHIR-B VARIANT 1
ŠIR~b~v2	SZIR~b	False	keep	proposed	12B7A	PROTO-CUNEIFORM SIGN SHIR-B VARIANT 2
ŠITA~a1	SZITA~a1	False	keep	proposed	12B7B	PROTO-CUNEIFORM SIGN SHITA-A1
|ŠITA~a1×KAK~a|	|SZITA~a1xKAK~a|	False	keep	proposed	12B7C	PROTO-CUNEIFORM SIGN SHITA-A1 TIMES KAK-A
|ŠITA~a1×ŠU|	|SZITA~a1xSZU|	False	keep	proposed	12B7D	PROTO-CUNEIFORM SIGN SHITA-A1 TIMES SHU
|ŠITA~a1×ŠU₂~b|	|SZITA~a1xSZU2|	False	rename	proposed	12B7E	PROTO-CUNEIFORM SIGN SHITA-A1 TIMES SHU2-B
|ŠITA~a1×UDU~a|	|SZITA~a1xUDU~a|	False	keep	proposed	12B7F	PROTO-CUNEIFORM SIGN SHITA-A1 TIMES UDU-A
|ŠITA~a1×1(N06)|	|SZITA~a1x1(N06)|	False	keep	proposed	12B80	PROTO-CUNEIFORM SIGN SHITA-A1 TIMES ONE-N6
ŠITA~a1@g	SZITA@g~b	False	rename	proposed	12B81	PROTO-CUNEIFORM SIGN SHITA-A1 GUNU
ŠITA~a2	SZITA~a2	False	keep	proposed	12B82	PROTO-CUNEIFORM SIGN SHITA-A2
ŠITA~a3	SZITA~a3	False	keep	proposed	12B83	PROTO-CUNEIFORM SIGN SHITA-A3
ŠITA~b1	SZITA~b1	False	keep	proposed	12B84	PROTO-CUNEIFORM SIGN SHITA-B1
ŠITA~b1@g	SZITA@g~a	False	rename	proposed	12B85	PROTO-CUNEIFORM SIGN SHITA-B1 GUNU
ŠITA~b2	SZITA~b2	False	keep	proposed	12B86	PROTO-CUNEIFORM SIGN SHITA-B2
|ŠITA~b2@g×HI@g~a|	|SZITA~b1xHI@g~a|	False	rename	proposed	12B87	PROTO-CUNEIFORM SIGN SHITA-B2 GUNU TIMES HI GUNU-A
ŠITA~b3	SZITA~b3	False	keep	proposed	12B88	PROTO-CUNEIFORM SIGN SHITA-B3
|ŠITA~b3×NAM₂|	|SZITA~b3xNAM2|	False	keep	proposed	12B89	PROTO-CUNEIFORM SIGN SHITA-B3 TIMES NAM2
ŠITA~b3@g	SZITA@g~a	False	rename	proposed	12B8A	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU
|ŠITA~b3@g×1(N04)|	|SZITA@g~ax1(N04)|	False	rename	proposed	12B8B	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU TIMES ONE-N4
|ŠITA~b3@g×1(N06)|	|SZITA@g~ax1(N06)|	False	rename	proposed	12B8C	PROTO-CUNEIFORM SIGN SHITA-B3 GUNU TIMES ONE-N6
ŠITA~c	SZITA~c	False	remove	not_proposed		
ŠU	SZU	False	keep	proposed	12B8D	PROTO-CUNEIFORM SIGN SHU
|ŠU×1(N58)|	|SZUx1(N58)|	False	keep	proposed	12B8E	PROTO-CUNEIFORM SIGN SHU TIMES ONE-N58
|ŠU&ŠU|	|SZU&SZU|	False	keep	proposed	12B8F	PROTO-CUNEIFORM SIGN SHU OVER SHU
ŠU@g	SZU@g	False	keep	proposed	12B90	PROTO-CUNEIFORM SIGN SHU GUNU
ŠU@s	SZU@s	False	remove	not_proposed		
ŠU₂~a	SZU2	False	keep	proposed	12B91	PROTO-CUNEIFORM SIGN SHU2-A
|ŠU₂~a.AN|	|SZU2.AN|	False	rename	proposed	12B92	PROTO-CUNEIFORM SIGN SHU2-A BESIDE AN
|ŠU₂~a.EN~a~v1|	|SZU2.EN~a|	False	rename	proposed	12B93	PROTO-CUNEIFORM SIGN SHU2-A BESIDE EN-A VARIANT 1
|ŠU₂~a.EN~a~v2|	|SZU2.EN~a|	False	rename	proposed	12B94	PROTO-CUNEIFORM SIGN SHU2-A BESIDE EN-A VARIANT 2
|ŠU₂~a.EN~b~v1|	|SZU2.EN~b|	False	rename	proposed	12B95	PROTO-CUNEIFORM SIGN SHU2-A BESIDE EN-B VARIANT 1
|ŠU₂~a.(HI×1(N57))&(HI×1(N57))|	|SZU2.((HI+1(N57))+(HI+1(N57)))|	True	rename	proposed	12B96	PROTO-CUNEIFORM SIGN SHU2-A BESIDE HI TIMES ONE-N57 OVER HI TIMES ONE-N57
|ŠU₂~a.URI₃~a~v1|	|SZU2.URI3~a|	False	rename	proposed	12B97	PROTO-CUNEIFORM SIGN SHU2-A BESIDE URI3-A VARIANT 1
ŠU₂~b	SZU2	False	keep	proposed	12B98	PROTO-CUNEIFORM SIGN SHU2-B
|ŠU₂~b.E₂~a|	|SZU2.E2~a|	False	rename	proposed	12B99	PROTO-CUNEIFORM SIGN SHU2-B BESIDE E2-A
|ŠU₂~b.E₂~b|	|SZU2.E2~b|	False	rename	proposed	12B9A	PROTO-CUNEIFORM SIGN SHU2-B BESIDE E2-B
|ŠU₂~b.GIŠ|	|SZU2.GISZ|	False	rename	proposed	12B9B	PROTO-CUNEIFORM SIGN SHU2-B BESIDE GISH
|ŠU₂~b.1(N02)|	|SZU2.1(N02)|	False	rename	proposed	12B9C	PROTO-CUNEIFORM SIGN SHU2-B BESIDE ONE-N2
|ŠU₂~b.2(N57)|	|SZU2.2(N57)|	False	remove	not_proposed		
ŠU₁₂	SZU12	False	keep	proposed	12B9D	PROTO-CUNEIFORM SIGN SHU12
ŠUBUR	SZUBUR	False	keep	proposed	12B9E	PROTO-CUNEIFORM SIGN SHUBUR
ŠUM	SZUM	False	keep	proposed	12B9F	PROTO-CUNEIFORM SIGN SHUM
ŠUR₂~a	SZUR2~a	False	keep	proposed	12BA0	PROTO-CUNEIFORM SIGN SHUR2-A
ŠUR₂~b	SZUR2~b	False	keep	proposed	12BA1	PROTO-CUNEIFORM SIGN SHUR2-B
ŠURUPPAK~a	SZURUPPAK~a	False	keep	proposed	12BA2	PROTO-CUNEIFORM SIGN SHURUPPAK-A
ŠURUPPAK~a~v1	SZURUPPAK~a	False	keep	proposed	12BA3	PROTO-CUNEIFORM SIGN SHURUPPAK-A VARIANT 1
ŠURUPPAK~b	SZURUPPAK~b	False	keep	proposed	12BA4	PROTO-CUNEIFORM SIGN SHURUPPAK-B
ŠURUPPAK~b~v1	SZURUPPAK~b	False	keep	proposed	12BA5	PROTO-CUNEIFORM SIGN SHURUPPAK-B VARIANT 1
ŠURUPPAK~c	SZURUPPAK~c	False	remove	not_proposed		
TA~a	TA~a	False	keep	proposed	12BA6	PROTO-CUNEIFORM SIGN TA-A
TA~b	TA~b	False	keep	proposed	12BA7	PROTO-CUNEIFORM SIGN TA-B
TA~c	TA~c	False	keep	proposed	12BA8	PROTO-CUNEIFORM SIGN TA-C
TA~d	TA~d	False	keep	proposed	12BA9	PROTO-CUNEIFORM SIGN TA-D
|TA~d×MAŠ|	|TA~dxMASZ|	False	keep	proposed	12BAA	PROTO-CUNEIFORM SIGN TA-D TIMES MASH
TA~e	TA~e	False	keep	proposed	12BAB	PROTO-CUNEIFORM SIGN TA-E
TA~f	TA~f	False	remove	not_proposed		
TAG~a1	TAG~a1	False	keep	proposed	12BAC	PROTO-CUNEIFORM SIGN TAG-A1
TAG~a1@t	TAG~a1@t	False	keep	proposed	12BAD	PROTO-CUNEIFORM SIGN TAG-A1 TENU
TAG~a2	TAG~a2	False	keep	proposed	12BAE	PROTO-CUNEIFORM SIGN TAG-A2
TAG~a3	TAG~a3	False	keep	proposed	12BAF	PROTO-CUNEIFORM SIGN TAG-A3
TAG~a4	TAG~a4	False	keep	proposed	12BB0	PROTO-CUNEIFORM SIGN TAG-A4
TAG~b	TAG~b	False	keep	proposed	12BB1	PROTO-CUNEIFORM SIGN TAG-B
TAG~c	TAG~c	False	keep	proposed	12BB2	PROTO-CUNEIFORM SIGN TAG-C
TAG~d	TAG~d	False	keep	proposed	12BB3	PROTO-CUNEIFORM SIGN TAG-D
TAK₄~a	TAK4~a	False	keep	proposed	12BB4	PROTO-CUNEIFORM SIGN TAK4-A
TAK₄~a@n	TAK4~a@n	False	keep	proposed	12BB5	PROTO-CUNEIFORM SIGN TAK4-A NUTILLU
TAK₄~a~v1	TAK4~a	False	keep	proposed	12BB6	PROTO-CUNEIFORM SIGN TAK4-A VARIANT 1
TAK₄~c	TAK4~c	False	keep	proposed	12BB7	PROTO-CUNEIFORM SIGN TAK4-C
TAR~a	TAR~a	False	keep	proposed	12BB8	PROTO-CUNEIFORM SIGN TAR-A
TAR~d	TAR~d	False	remove	not_proposed		
