id_text	cdli_comments	designation	artifact_type	period	provenience	written_in	archive	composite_no	seal_no	composites	seals	museum_no	accession_no	condition_description	artifact_preservation	period_comments	provenience_comments	artifact_type_comments	is_provenience_uncertain	is_period_uncertain	is_artifact_type_uncertain	is_school_text	height	thickness	width	weight	elevation	excavation_no	findspot_square	findspot_comments	stratigraphic_level	surface_preservation	artifact_comments	seal_information	collections	dates	alternative_years	genres	languages	materials	publications_key	publications_type	publications_exact_ref	publications_comment	external_resources	external_resources_key	genres_comment	genres_uncertain	languages_uncertain	materials_aspect	materials_color	materials_uncertain	retired	has_fragments	is_artifact_fake	redirect_artifact_id	retired_comments
P005225		MSVO 1, 158	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 132917							0	0	0	0	56.0	15.0	39.0			Ashm 1926,673b							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991MSVO1	primary	158	56x39x15 - fragmentary, badly damaged tablet with a grain account				0	0			0	0	0	0		
P005226		MSVO 1, 159	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055610							0	0	0	0	46.0	11.0	19.0			Ashm 1926,725							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376870	primary;history	159	46x19x11 (flake), fragment of a damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005227		MSVO 1, 160	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	IM 055595							0	0	0	0	63.0	21.0	56.0			Ashm 1926,584							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376871	primary;history	160	63x56x21, sealed, nearly complete but damaged tablet with a mixed account				0	0			0	0	0	0		
P005228		MSVO 1, 161	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0591							0	0	0	0	59.0	21.0	54.0			Ashm 1926,591							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376872	primary;history	161	59x54x21, sealed, nearly complete but damaged tablet with an account of dried fruits (?)				0	0			0	0	0	0		
P005229		MSVO 1, 162	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0694a							0	0	0	0	29.0	19.0	38.0			Ashm 1926,694a							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376873	primary;history	162	29x38x19, fragment of a damaged tablet with an account of dried fruits (?), Ashm. 1926-590a in OECT 7				0	0			0	0	0	0		
P005230		MSVO 1, 163	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0608							0	0	0	0	51.0	18.0	45.0			Ashm 1926,608							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376874	primary;history	163	51x45x18, sealed, nearly complete but damaged tablet with an account of dried fruits and a grape product (?)				0	0			0	0	0	0		
P005231		MSVO 1, 164	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1926-0738							0	0	0	0	25.0	16.0	46.0			Ashm 1926,738							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376875	primary;history	164	25x46x16, sealed, fragment of a badly damaged tablet with an account of dried fruits (?)				0	0			0	0	0	0		
P005232		MSVO 1, 165	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	IM 055588							0	0	0	0	47.0	19.0	45.0			Ashm 1926,607							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376876	primary;history	165	47x45x19, sealed, complete tablet with an account of dried fruits and a grape product (?)				0	0			0	0	0	0		
P005233		MSVO 1, 166	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	IM 132913							0	0	0	0	44.0	22.0	36.0			Ashm 1926,658							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376877	primary;history	166	44x36x22, sealed, fragment of a badly damaged tablet with an account of dried fruits and a grape product (?)				0	0			0	0	0	0		
P005234		MSVO 1, 167	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	IM 132933							0	0	0	0	56.0	21.0	43.0			Ashm 1926,673							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376878	primary;history	167	56x43x21, sealed, fragmentary, badly damaged tablet with an account of dried fruits (?)				0	0			0	0	0	0		
P005235		MSVO 1, 168	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	IM 132930							0	0	0	0	40.0	18.0	52.0			JN 72							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991MSVO1	primary	168	40x52x18 - sealed - fragment of a badly damaged tablet with an account of dried fruits (?) - = Ashm. 1926- 658?				0	0			0	0	0	0		
P005236		MSVO 1, 169	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	IM 055619							0	0	0	0	51.0	19.0	46.0			Ashm 1926,648							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376879	primary;history	169	51x46x19, sealed, fragmentary, damaged tablet with an account of dried fruits (?)				0	0			0	0	0	0		
P005237		MSVO 1, 170	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0740							0	0	0	0	40.0	17.0	22.0			Ashm 1926,740							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376880	primary;history	170	40x22x17, sealed, fragment of a badly damaged tablet with an account of dried fruits and a grape product (?)				0	0			0	0	0	0		
P005238		MSVO 1, 171	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0694							0	0	0	0	34.0	19.0	39.0			Ashm 1926,694							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376881;1444493	primary;history;history	171	34x39x19, fragment of a badly damaged tablet with an account of dried fruits (?)				0	0			0	0	0	0		
P005239		MSVO 1, 172	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0675							0	0	0	0	54.0	21.0	49.0			Ashm 1926,675							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376882	primary;history	172	54x49x21, sealed, fragmentary, damaged tablet with a mixed account including dried fruits and a grape product (?)				0	0			0	0	0	0		
P005240		MSVO 1, 173	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	IM 132902							0	0	0	0	56.0	19.0	49.0			Ashm 1926,609							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376883	primary;history	173	56x49x19, sealed, fragmentary, damaged tablet with an account of sexagesimally counted objects, same qualifying ideograms and seal impression as used in accounts of dried fruits (?)				0	0			0	0	0	0		
P005241		MSVO 1, 174	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0712							0	0	0	0	24.0	13.0	24.0			Ashm 1926,712							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376884	primary;history	174	24x24x13, sealed, small fragment of a damaged tablet with a mixed account including dried fruits (?)				0	0			0	0	0	0		
P005242		MSVO 1, 175	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	IM 055614							0	0	0	0	63.0	24.0	60.0			Ashm 1926,600							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376885	primary;history	175	63x60x24, sealed, fragmentary, damaged tablet with a mixed account including dried fruits (?), cited as Ashm. 1926-666 in OECT 7				0	0			0	0	0	0		
P005243		MSVO 1, 176	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	IM 132909							0	0	0	0	47.0	18.0	43.0			Ashm 1926,649							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376886;1444494	primary;history;history	176	47x43x18, sealed, fragmentary, damaged tablet with a mixed account including dried fruits (?)				0	0			0	0	0	0		
P005244		MSVO 1, 177	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1926-0568							0	0	0	0	63.0	23.0	61.0			Ashm 1926,568							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376887	primary;history	177	63x61x23, sealed, nearly complete but damaged tablet with an account of sexagesimally counted objects				0	0			0	0	0	0		
P005245		MSVO 1, 178	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0594							0	0	0	0	55.0	21.0	50.0			Ashm 1926,594							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376888	primary;history	178	55x50x21, sealed, nearly complete but badly damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005246		MSVO 1, 179	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1926-0565							0	0	0	0	70.0	26.0	70.0			Ashm 1926,565							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376889	primary;history	179	70x70x26, sealed, complete but damaged tablet with a mixed account including dried fruits (?)				0	0			0	0	0	0		
P005247		MSVO 1, 180	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						S003473	Ashm 1926-0735							0	0	0	0	53.0	17.0	54.0			Ashm 1926,735							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376890	primary;history	180	53x54x17, sealed, fragmentary, damaged tablet with a mixed account including dried fruits (?)				0	0			0	0	0	0		
P005248		MSVO 1, 181	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055585							0	0	0	0	52.0	21.0	49.0			Ashm 1926,598							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376891;1444495	primary;history;history	181	52x49x21, nearly complete but badly damaged tablet with a mixed account including dried fruits (?), also published S. Langdon, Art and Archaeology 26, 163, H. Field, Field Museum of Natural History, Anthropology, Leaflet 28 (1929) pl. X obv. photograph				0	0			0	0	0	0		
P005249		MSVO 1, 182	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0714							0	0	0	0	31.0	14.0	26.0			Ashm 1926,714							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376892	primary;history	182	31x26x14, small fragment of a damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005250		MSVO 1, 183	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0629							0	0	0	0	62.0	18.0	71.0			Ashm 1926,629							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376893;1454114;1458951	primary;history;history;history	183	62x71x18, fragment of a badly damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005251		MSVO 1, 184	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0602							0	0	0	0	71.0	15.0	42.0			Ashm 1926,602							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376894	primary;history	184	71x42x15, complete but damaged tablet with an account of sexagesimally counted objects, obverse also published S. Langdon, Art and Archaeology 26, 163, H. Field, Field Museum of Natural History, Anthropology, Leaflet 28 (1929) pl. X obv. photo rotated 180				0	0			0	0	0	0		
P005252		MSVO 1, 185	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055579							0	0	0	0	93.0	18.0	62.0			Ashm 1926,580							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1429315	primary;history	185	93x62x18, nearly complete but badly damaged tablet with an account of sexagesimally counted objects DURb, the text MSVO 1, 192 was inadvertently glued as a surface join to this tablet and so copied by Langdon in OECT 7				0	0			0	0	0	0		
P005253		MSVO 1, 186	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0688							0	0	0	0	49.0	15.0	33.0			Ashm 1926,688							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376895;1444496	primary;history;history	186	49x33x15, fragment of a badly damaged tablet with an account of sexagesimally counted objects DURb				0	0			0	0	0	0		
P005254		MSVO 1, 187	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0702							0	0	0	0	34.0	16.0	22.0			Ashm 1926,702							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376896;1454115;1462107;1463669	primary;history;history;history;history	187	34x22x16, small fragment of a damaged tablet with an account of sexagesimally counted objects DURb (?)				0	0			0	0	0	0		
P005255		MSVO 1, 188	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055600							0	0	0	0	55.0	18.0	66.0			Ashm 1926,613							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376897;1444497	primary;history;history	188	55x66x18, fragment of a badly damaged tablet with an account of sexagesimally counted objects				0	0			0	0	0	0		
P005256		MSVO 1, 189	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	IM 132901							0	0	0	0	54.0	35.0	47.0			Ashm 1926,596							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376898;1444498	primary;history;history	189	54x47x35, sealed, complete but damaged tablet with an account of sexagesimally counted objects				0	0			0	0	0	0		
P005257		MSVO 1, 190	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055603							0	0	0	0	50.0	13.0	31.0			Ashm 1926,631							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376899	primary;history	190	50x31x13, fragmentary, damaged tablet with a grain account				0	0			0	0	0	0		
P005258		MSVO 1, 191	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055605							0	0	0	0	65.0	17.0	47.0			Ashm 1926,663							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376900;1466127	primary;history;citation	191	65x47x17, fragment of a damaged tablet with an account of bisexagesimally counted objects, probably rations				0	0			0	0	0	0		
P005259		MSVO 1, 192	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 132937							0	0	0	0	21.0	3.0	19.0			Ashm 1926,580b							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376901	primary;history	192	21x19x3 (flake), small fragment of a damaged tablet with a mixed account, see our comment above to MSVO 1, 185				0	0			0	0	0	0		
P005260		MSVO 1, 193	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0742							0	0	0	0	21.0	12.0	33.0			Ashm 1926,742							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376902	primary;history	193	21x33x12, small fragment of a damaged tablet with an account of sexagesimally counted object				0	0			0	0	0	0		
P005261		MSVO 1, 194	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0588b							0	0	0	0	40.0	16.0	49.0			Ashm 1926,588b							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376903	primary;history	194	40x49x16, fragment of a badly damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005262		MSVO 1, 195	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0731							0	0	0	0	44.0	21.0	22.0			Ashm 1926,731							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376904	primary;history	195	44x22x21, sealed, small fragment of a damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005263		MSVO 1, 196	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1928-0580							0	0	0	0	32.0	17.0	33.0			Ashm 1928,580							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376905	primary;history	196	32x33x17, small fragment of a damaged tablet with an account of unclear contents, probably not of the Uruk III period				0	0			0	0	0	0		
P005264		MSVO 1, 197	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1927-0058							0	0	0	0	56.0	14.0	35.0			Ashm 1927,58							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	197	56x35x14 - sealed - fragmentary, damaged tablet with a grain account - the use of the sign N8 for expected N39a might date this tablet in the late Uruk III - ED I period				0	0			0	0	0	0		
P005265		MSVO 1, 198	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1926-0715							0	0	0	0	22.0	20.0	31.0			Ashm 1926,715							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376906	primary;history	198	22x31x20, sealed, small fragment of a damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005266		MSVO 1, 199	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1927-0065f							0	0	0	0	26.0	17.0	26.0			Ashm 1927,65f							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	199	26x26x17 - small fragment of a damaged tablet with an account of small cattle				0	0			0	0	0	0		
P005267		MSVO 1, 200	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1927-0051							0	0	0	0	52.0	14.0	39.0			Ashm 1927,51							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	200	52x39x14 - sealed - fragment of a damaged tablet with a grain account characterized by the qualification SI GU4				0	0			0	0	0	0		
P005268		MSVO 1, 201	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1927-0065d							0	0	0	0	36.0	15.0	30.0			Ashm 1927,65d							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	201	36x30x15 - small fragment of a damaged tablet with a grain account (?) characterized by the qualification SI GU4				0	0			0	0	0	0		
P005269		MSVO 1, 202	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1927-0060							0	0	0	0	49.0	24.0	45.0			Ashm 1927,60							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	202	49x45x24 - sealed - nearly complete but damaged tablet with a grain account (?) characterized by the qualification SI GU4				0	0			0	0	0	0		
P005270		MSVO 1, 203	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1927-0052							0	0	0	0	40.0	11.0	26.0			Ashm 1927,52							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	203	40x26x11 - sealed - fragmentary tablet with a grain account characterized by the qualification SI GU4				0	0			0	0	0	0		
P005271		MSVO 1, 204	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1924-1323							0	0	0	0	46.0	16.0	43.0										Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	204	46x43x16 - fragment of a damaged tablet with an account of feed grain (?) for sheep				0	0			0	0	0	0		
P005272		MSVO 1, 205	tablet	Uruk III (ca. 3200-3000 BC)	Kish (mod. Tell Uhaimir)							Ashm 1928-0014							0	0	0	0	43.0	17.0	37.0			Ashm 1928,014							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376907	primary;history	205	43x37x17, fragment of a damaged tablet with an account of small cattle, from mound Z of Kish, archaic tablet?				0	0			0	0	0	0		
P005273		MSVO 1, 206	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1927-0065c							0	0	0	0	30.0	14.0	48.0			Ashm 1927,65c							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991MSVO1	primary	206	30x48x14 - fragment of a damaged tablet with an account of small cattle				0	0			0	0	0	0		
P005274		MSVO 1, 207	tablet	Uruk III (ca. 3200-3000 BC)	Kish (mod. Tell Uhaimir)							Ashm 1926-0724							0	0	0	0	35.0	15.0	36.0			Ashm 1926,724							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376908	primary;history	207	35x36x15, fragment of a damaged tablet with a grain account, Kish tablet, rev. defaced				0	0			0	0	0	0		
P005275		MSVO 1, 208	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055602							0	0	0	0	59.0	14.0	32.0			Ashm 1926,626							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376909	primary;history	208	59x32x14, nearly complete but damaged tablet with an account of small cattle				0	0			0	0	0	0		
P005276		MSVO 1, 209	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							AO 08853							0	0	0	0	54.0	15.0	33.0										Louvre Museum, Paris, France			Administrative	undetermined	clay	Englund1991MSVO1; sec2136	primary; history	209; 26	54x33x15 - damaged tablet with an account of emmer (?) for goats - copy by M. Salvini; 				0	0			0	0	0	0		
P005277		MSVO 1, 210	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	IM 132926							0	0	0	0	53.0	21.0	39.0			Ashm 1926,728							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376910	primary;history	210	53x39x21, sealed, fragmentary, damaged tablet with an account of unclear contents				0	0			0	0	0	0		
P005278		MSVO 1, 211	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	AO 08854							0	0	0	0	42.0	17.0	38.0										Louvre Museum, Paris, France			Administrative	undetermined	clay	Englund1991MSVO1; sec2136	primary; history	211; 27	42x38x17 - sealed - complete but damaged tablet with an account of cattle - copy by M. Salvini; 				0	0			0	0	0	0		
P005279		MSVO 1, 212	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0566							0	0	0	0	107.0	20.0	70.0			Ashm 1926,566							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Nissen1991FrüheSchrift ; Englund1991MSVO1; Langdon1928OECT7; Vaiman	history; primary; history; history	113-116, no. 13.3; 212; 22; 141 no. 27 part of obv.	; 107x70x20 - nearly complete but damaged tablet with an account of a labor force, representing a nearly exact recapitulation of the two texts MSVO 1, 213 and 214 - s. A. Vaiman, VDI 1974/2, 141 no. 27 part of obv., H. Nissen, P. Damerow and R. Englund, Frühe; ; 				0	0			0	0	0	0		
P005280		MSVO 1, 213	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0647							0	0	0	0	78.0	16.0	47.0			Ashm 1926,647							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Nissen1991FrüheSchrift ; Englund1991MSVO1; Langdon1928OECT7; Vaiman	history; primary; history; history	113-116, no. 13.4; 213; 73; 141 no. 28 part of obv.	; 78x47x16 - nearly complete but damaged tablet with an account of  a labor force - s. the foregoing comment and A. Vaiman, VDI 1974/2, 141 no. 28 part of obv., H. Nissen, P. Damerow and R. Englund, Frühe Schrift, 113-116 (catalogue no. 13.4); ; 				0	0			0	0	0	0		
P005281		MSVO 1, 214	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0579							0	0	0	0	79.0	16.0	49.0			Ashm 1926,579							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Nissen1991FrüheSchrift ; Englund1991MSVO1; Langdon1928OECT7; sec2335	history; primary; history; history	113-116, no. 13.5; 214; 140; 	; 79x49x16 - complete tablet with an account of a labor force - s. the comment above to MSVO 1, 212 and A. Vaiman, VDI 1981/4, 82 no. 1 obv. (=BagM 21, 1990, 117), H. Nissen, P. Damerow and R. Englund, Frühe Schrift, 113-116 (catalogue no. 13.5); ; 				0	0			0	0	0	0		
P005282		MSVO 1, 215	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0651							0	0	0	0	65.0	16.0	38.0			Ashm 1926,651							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376911	primary;history	215	65x38x16, nearly complete but damaged tablet with an account of a labor force				0	0			0	0	0	0		
P005283		MSVO 1, 216	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							Ashm 1926-0606			complete				0	0	0	0	70.0	18.0	40.0			Ashm 1926,606				Excellent			Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Nissen1991FrüheSchrift ; Englund1991MSVO1; Englund1998OBO160/1; Langdon1928OECT7; sec2339; sec2340	history; primary; history; history; history; history	p. 177, no. 18.9; 216; p. 115 fig. 38; 10; ; 	; 70x40x18 - complete tablet with a grain account - obverse also published S. Langdon, Art and Archaeology 26, 163 - H. Field, Field Museum of Natural History, Anthropology, Leaflet 28 (1929) pl. X obv. photo, H. Nissen, P. Damerow and R. Englund, Frühe Schrif; copy; ; ; 				0	0			0	0	0	0		
P005284		MSVO 1, 217	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055577							0	0	0	0	110.0	18.0	73.0			Ashm 1926,574+680							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376912	primary;history	217	110x73x18, nearly complete but damaged tablet with an account of a labor force, OECT 7, 166 also = JRAS 1931, 837:1				0	0			0	0	0	0		
P005285		MSVO 1, 218	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055618							0	0	0	0	73.0	15.0	40.0			Ashm 1926,643							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376913	primary;history	218	73x40x15, nearly complete but damaged tablet with an account of a labor force				0	0			0	0	0	0		
P005286		MSVO 1, 219	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)							IM 055625							0	0	0	0	26.0	15.0	40.0			Ashm 1926,690							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376914	primary;history	219	26x40x15, fragment of a damaged tablet with an account of a labor force, cited as Ashm. 1926-601a in OECT 7				0	0			0	0	0	0		
P005287		MSVO 1, 220	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	IM 055587							0	0	0	0	66.0	15.0	43.0			Ashm 1926,604							National Museum of Iraq, Baghdad, Iraq			Administrative	undetermined	clay	Englund1991-0;1376915	primary;history	220	66x43x15, sealed, complete but damaged tablet with an account of a labor force, s. A. Vaiman, VDI 1974/2, 141 no. 25 obv.				0	0			0	0	0	0		
P005288		MSVO 1, 221	tablet	Uruk III (ca. 3200-3000 BC)	uncertain (mod. Jemdet Nasr)						Sx	Ashm 1926-0654							0	0	0	0	33.0	20.0	30.0			Ashm 1926,654							Ashmolean Museum, Oxford, UK			Administrative	undetermined	clay	Englund1991-0;1376916	primary;history	221	33x30x20, sealed, complete but damaged tablet with an account of a laborer (?)				0	0			0	0	0	0		
